user_id,work_location_id,first_name,last_name,work_start_date,languages_id,locale,education_classes_id,location_id,education_year_id,work_with_id,education_type,education_with_id,birthday,education_degree_id,work_employer_id,work_position_id,gender,hometown_id,education_concentration_id,education_school_id,work_end_date
298.0,137.0,,,164.0,,127.0,,,69.0,,53.0,,6.0,,155.0,186.0,77.0,,,,170.0
299.0,,,,,,127.0,,132.0,66.0,,54.0,,,,,,78.0,,19.0,50.0,
300.0,,,121.0,157.0,,127.0,,137.0,71.0,,55.0,,,,,,77.0,79.0,,51.0,157.0
301.0,,,,,,127.0,,,64.0,,55.0,,,,,,77.0,,,50.0,
302.0,,,,,,127.0,,,61.0,,54.0,,,,,,77.0,,,50.0,
303.0,,,,,,127.0,,,,,,,,,,,77.0,,,,
304.0,,,123.0,,,127.0,,,,,,,,,,,77.0,,,,
305.0,,,,,,127.0,,,,,,,,,,,78.0,,,,
306.0,,,,,,127.0,,,,,,,,,,,78.0,,,,
307.0,129.0,,,202.0,92.0,127.0,,129.0,64.0,,54.0,,1.0,,151.0,,78.0,,14.0,,
308.0,,,,,,127.0,,132.0,64.0,,55.0,,,,,,78.0,82.0,17.0,50.0,
309.0,,,,,,127.0,,,66.0,,54.0,,,,,,77.0,,,,
310.0,,,,,,127.0,,138.0,,,,,,,,,77.0,81.0,,,
311.0,,,,,,127.0,,,,,,,,,,,78.0,,,,
312.0,,,108.0,,,127.0,,,,,,,,,,,78.0,,,,
313.0,,,117.0,,92.0,127.0,8.0,137.0,59.0,205.0,55.0,,,,142.0,,78.0,,,50.0,
314.0,,,,202.0,99.0,127.0,,137.0,65.0,,55.0,,7.0,,,193.0,78.0,,14.0,50.0,170.0
315.0,,,112.0,,101.0,127.0,,134.0,,,,,,,,,77.0,82.0,,,
316.0,,,,,,127.0,,137.0,,,,,,,,,77.0,,,,
317.0,,,,195.0,98.0,127.0,,132.0,66.0,,54.0,,,,,,78.0,,,50.0,157.0
318.0,,,,,102.0,127.0,,137.0,65.0,,55.0,,7.0,,,,78.0,,,50.0,
319.0,,,,,,127.0,,136.0,69.0,,55.0,,,,,,77.0,,,35.0,
320.0,,,,,101.0,127.0,,131.0,57.0,,55.0,,,22.0,,,78.0,,14.0,51.0,157.0
321.0,,,,,,127.0,,,,,,,,,,,78.0,,,,
322.0,,,112.0,,,127.0,,,,,,,,,,,77.0,,,,
323.0,179.0,,,168.0,102.0,126.0,,132.0,65.0,,55.0,,6.0,,156.0,181.0,78.0,,14.0,50.0,170.0
324.0,,,,,,125.0,,129.0,,,,,,,,,78.0,,,,
325.0,,,,,,127.0,,,,,,,,,,,78.0,,,,
326.0,129.0,,105.0,157.0,,127.0,,133.0,,,55.0,,,,145.0,,78.0,81.0,,42.0,157.0
327.0,,,115.0,,,127.0,,,,,,,,,,,77.0,,,,
328.0,132.0,76.0,,,,127.0,,134.0,,,55.0,,4.0,,,,78.0,,,50.0,
329.0,,,,,,127.0,,,,,,,,,,,78.0,,,,
330.0,178.0,,,164.0,,127.0,,132.0,71.0,,55.0,,4.0,22.0,,183.0,77.0,,19.0,50.0,166.0
331.0,137.0,,,168.0,100.0,126.0,,132.0,69.0,,54.0,,6.0,,154.0,191.0,78.0,,18.0,50.0,168.0
332.0,177.0,,,170.0,,127.0,,,69.0,,55.0,,6.0,,150.0,191.0,78.0,,14.0,50.0,166.0
333.0,,,,,,127.0,,,,,55.0,,,,,,77.0,,,47.0,
334.0,,,106.0,,94.0,127.0,,138.0,65.0,,55.0,,,,,,77.0,,,50.0,
335.0,,,,,,127.0,,133.0,59.0,,55.0,,2.0,,,,78.0,,18.0,52.0,
336.0,,,,,,127.0,,,61.0,,55.0,,2.0,,,,77.0,,,50.0,
337.0,,,,,,127.0,,,,,,,,,,,77.0,,,,
338.0,,,,157.0,,127.0,,,,,55.0,,,,,,77.0,,,50.0,
339.0,137.0,,106.0,171.0,98.0,,,134.0,72.0,,55.0,,6.0,,144.0,,78.0,86.0,13.0,50.0,168.0
340.0,,,,162.0,,127.0,,,,,55.0,,,,50.0,,77.0,,,50.0,168.0
341.0,,,,,,127.0,,132.0,65.0,,55.0,,6.0,,,,77.0,,,50.0,
342.0,,75.0,,,,127.0,,137.0,59.0,,55.0,,,,,,78.0,89.0,,50.0,
343.0,,,120.0,,,127.0,,,,,,,1.0,,,,78.0,81.0,,,
344.0,,,,,,127.0,,137.0,63.0,,55.0,,,,155.0,,78.0,,,50.0,
345.0,,,110.0,,,127.0,,132.0,59.0,,53.0,,,,,,77.0,84.0,,50.0,
346.0,132.0,,121.0,162.0,102.0,127.0,,137.0,71.0,,55.0,,2.0,21.0,,,78.0,79.0,14.0,50.0,
347.0,,,116.0,,92.0,127.0,,132.0,59.0,,53.0,,,,,,78.0,,14.0,50.0,
