user_id,work_location_id,first_name,last_name,work_start_date,languages_id,locale,education_classes_id,location_id,education_year_id,education_type,religion,birthday,education_degree_id,work_employer_id,work_position_id,gender,hometown_id,education_concentration_id,education_school_id,work_end_date
2962.0,,,,,,127.0,,281.0,65.0,55.0,,,,,,77.0,617.0,394.0,538.0,
2963.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2964.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2965.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2966.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2967.0,,,1123.0,,,127.0,,935.0,,55.0,,4.0,,1155.0,,78.0,,,322.0,
2968.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2969.0,84.0,,,197.0,101.0,127.0,,,72.0,55.0,,,,1163.0,,78.0,,,533.0,168.0
2970.0,617.0,,,199.0,,127.0,756.0,,65.0,55.0,,,,,,78.0,,,538.0,166.0
2971.0,,,,170.0,,127.0,,,66.0,55.0,,,,,,77.0,,18.0,538.0,
2972.0,,,,,,127.0,,,,55.0,,7.0,,,,78.0,,,52.0,
2973.0,,,,157.0,,127.0,,,65.0,55.0,,,,1161.0,,77.0,,1010.0,538.0,
2974.0,,,,,,127.0,,,66.0,55.0,,,,,,78.0,935.0,1009.0,1042.0,
2975.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2976.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2977.0,,,,,,127.0,,935.0,65.0,55.0,,7.0,,,,78.0,,,322.0,
2978.0,935.0,,,,,127.0,,935.0,64.0,55.0,,,,322.0,,78.0,1089.0,,322.0,
2979.0,133.0,,,202.0,,127.0,,,72.0,55.0,,6.0,,140.0,,78.0,,400.0,538.0,
2980.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2981.0,,1077.0,,,,127.0,,,68.0,55.0,,,,,,77.0,935.0,,1040.0,
2982.0,,,,,,127.0,,,543.0,55.0,,,,,,77.0,,,52.0,
2983.0,,1074.0,,,,127.0,,,72.0,55.0,,6.0,,,,78.0,,,1038.0,
2984.0,,1080.0,,,,127.0,,,,,,,,,,78.0,,,,
2985.0,,,,157.0,,127.0,,935.0,69.0,55.0,,5.0,,,,77.0,,762.0,1054.0,157.0
2986.0,,,1137.0,,,127.0,,,,,,,,,,77.0,,,,
2987.0,,1078.0,,,92.0,127.0,,,,55.0,,377.0,,,,78.0,,,1040.0,
2988.0,,,1137.0,,,127.0,,1146.0,63.0,55.0,,377.0,,,,78.0,935.0,,1055.0,
2989.0,,,,,,127.0,,,69.0,55.0,,,,1164.0,,78.0,,,538.0,
2990.0,,,,,,127.0,,617.0,68.0,55.0,,378.0,,,,77.0,1096.0,,538.0,
2991.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2992.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2993.0,,1084.0,,202.0,,127.0,,935.0,,55.0,,6.0,,,,78.0,,,1040.0,157.0
2994.0,,,,,,127.0,,,,,,,,,,78.0,,,,
2995.0,,1065.0,,,92.0,127.0,,,65.0,55.0,,,,,,78.0,,428.0,538.0,
2996.0,,,,,,,,,69.0,53.0,,,,,,78.0,,13.0,538.0,
2997.0,,,,,,127.0,,,,,,,,,,77.0,,,,
2998.0,,,,,,127.0,,,66.0,53.0,,,,,,78.0,,14.0,538.0,
2999.0,,,,,98.0,127.0,,617.0,65.0,55.0,,,,,,78.0,129.0,,538.0,
3000.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3001.0,,900.0,,169.0,90.0,127.0,,,72.0,55.0,,,,,,78.0,,18.0,538.0,158.0
3002.0,,,,,,127.0,,,69.0,55.0,,6.0,,,,78.0,,,538.0,
3003.0,,,,,,127.0,,,,,,6.0,,,,78.0,,,,
3004.0,,,1123.0,,,127.0,,,69.0,55.0,,,,,,77.0,935.0,,1040.0,
3005.0,,1067.0,,,,127.0,,,,,,,,,,78.0,,,,
3006.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3007.0,,,,,,127.0,,617.0,68.0,55.0,,378.0,,,,77.0,280.0,,538.0,
3008.0,,,,202.0,,127.0,,128.0,63.0,55.0,,7.0,,,,77.0,,,52.0,170.0
3009.0,,1063.0,,,,127.0,,,72.0,55.0,,6.0,,,,,,392.0,538.0,
3010.0,,1067.0,1138.0,202.0,97.0,127.0,,,69.0,55.0,,7.0,,1160.0,193.0,78.0,935.0,,236.0,170.0
3011.0,,,,,,127.0,,612.0,,,,,,,,78.0,,,,
3012.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3013.0,,,,,,1141.0,,1149.0,62.0,55.0,,5.0,,,,78.0,,,1023.0,157.0
3014.0,,,,,,127.0,,138.0,65.0,55.0,,,,,,77.0,935.0,,1040.0,
3015.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3016.0,,,,157.0,,127.0,,,,53.0,,4.0,,,,,,,538.0,
3017.0,,,1131.0,,,127.0,,617.0,68.0,54.0,,6.0,,,,78.0,,,,
3018.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3019.0,,1073.0,,,,127.0,,,,,,,,,,78.0,,,,
3020.0,,,,157.0,,127.0,,,72.0,55.0,,,,,,78.0,,14.0,538.0,
3021.0,,,,202.0,1102.0,127.0,,617.0,59.0,55.0,,,,538.0,,77.0,,395.0,538.0,170.0
3022.0,,,,157.0,,127.0,,935.0,59.0,55.0,,,,,,78.0,,392.0,322.0,157.0
3023.0,,,,,,127.0,,,61.0,55.0,,5.0,,,,78.0,,,1040.0,
3024.0,,,,,,127.0,,,61.0,55.0,,,,,,78.0,,,538.0,
3025.0,,,,,,127.0,,,66.0,55.0,,378.0,,,,78.0,,,1040.0,
3026.0,,,,,,127.0,,935.0,65.0,55.0,,,,,,78.0,935.0,,1040.0,
3027.0,,,,,,127.0,,176.0,,,,,,,,78.0,,,,
3028.0,,,,,,,,,,,,,,,,78.0,,,,
3029.0,,,,,,127.0,,935.0,65.0,55.0,,,,,,78.0,935.0,,1040.0,
3030.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3031.0,,,,,100.0,127.0,,,69.0,55.0,,,,,,78.0,1100.0,,,
171.0,,,,164.0,,127.0,,,69.0,55.0,,,,,,78.0,,14.0,52.0,168.0
3032.0,,,,157.0,,127.0,,179.0,69.0,55.0,,,,,,78.0,,429.0,538.0,157.0
3033.0,,1072.0,,307.0,,127.0,,935.0,64.0,55.0,,5.0,,,,78.0,935.0,1014.0,1040.0,976.0
3034.0,,1074.0,,,572.0,127.0,,,72.0,54.0,,6.0,,,,78.0,,428.0,538.0,
3035.0,,1082.0,1109.0,,,127.0,,,69.0,54.0,,,,,,78.0,,,538.0,
3036.0,,,268.0,,,127.0,,935.0,66.0,55.0,,377.0,,,,78.0,935.0,217.0,322.0,
3037.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3038.0,,,,,102.0,127.0,,,69.0,53.0,,6.0,,,,77.0,,,475.0,
3039.0,,,,157.0,,127.0,,,,54.0,,,,,,78.0,,1009.0,,
3040.0,935.0,,,310.0,,127.0,,,64.0,55.0,,5.0,,,1169.0,78.0,935.0,,1040.0,157.0
3041.0,,,,,,1141.0,,,,,,,,,,77.0,,,,
3042.0,935.0,900.0,,157.0,,127.0,,,61.0,55.0,,,,,,78.0,935.0,,322.0,
3043.0,,,,170.0,,127.0,,,69.0,55.0,,,,,,77.0,,428.0,538.0,
3044.0,935.0,1084.0,1125.0,,92.0,127.0,,935.0,68.0,55.0,,7.0,,1162.0,,78.0,935.0,,1058.0,
3045.0,,,,,,127.0,,935.0,,53.0,,7.0,,,,78.0,,,322.0,
3046.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3047.0,,1080.0,,,,127.0,,1144.0,64.0,55.0,,,,,1169.0,78.0,935.0,,1046.0,
3048.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3049.0,176.0,,1129.0,199.0,1102.0,127.0,,617.0,65.0,55.0,,,,,185.0,78.0,176.0,1011.0,538.0,166.0
3050.0,617.0,,581.0,160.0,,127.0,,,72.0,55.0,,6.0,,538.0,193.0,78.0,283.0,,,
3051.0,,,1103.0,,,127.0,,685.0,62.0,55.0,,4.0,,,,78.0,176.0,,538.0,
3052.0,935.0,,,,572.0,127.0,,,,,,4.0,,,,78.0,935.0,,,157.0
3053.0,,,1135.0,,1101.0,127.0,,,,,,,,,,78.0,1098.0,,,
3054.0,133.0,,,202.0,97.0,127.0,,138.0,64.0,55.0,,6.0,,140.0,,77.0,935.0,,1040.0,168.0
3055.0,935.0,,,160.0,,127.0,,935.0,72.0,55.0,,,,1155.0,,78.0,,16.0,322.0,164.0
3056.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3057.0,,1079.0,,,,127.0,,,,,,,,,,78.0,,,,
3058.0,,,,,,1141.0,,,,53.0,,5.0,,,,78.0,1097.0,,,
3059.0,,621.0,,,,127.0,,176.0,72.0,55.0,,6.0,,,,78.0,,,461.0,
3060.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3061.0,,,,,,127.0,,617.0,59.0,55.0,,,22.0,,,78.0,,429.0,538.0,157.0
3062.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3063.0,,,1108.0,169.0,,127.0,,,64.0,55.0,,,,,,78.0,129.0,,52.0,
3064.0,935.0,,,1171.0,,127.0,,1150.0,69.0,55.0,,6.0,,,,77.0,935.0,,1040.0,198.0
3065.0,,,,,,127.0,,935.0,69.0,53.0,,,,,,78.0,935.0,,,
3066.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3067.0,,353.0,,,,127.0,,,,,,,,,,77.0,,,,
3068.0,,,,,,127.0,,,69.0,55.0,,7.0,,,,78.0,,425.0,538.0,
3069.0,,,,,,127.0,,617.0,65.0,55.0,,,,,,78.0,,,538.0,
1405.0,176.0,,,157.0,,127.0,,176.0,68.0,55.0,,,,,,77.0,,,538.0,
3070.0,,1082.0,,,,127.0,,,59.0,55.0,,,,,,78.0,176.0,,538.0,
3071.0,,,,,,127.0,,138.0,62.0,55.0,,,,140.0,,78.0,,14.0,52.0,157.0
3072.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3073.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3074.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3075.0,,1079.0,,,,127.0,,,69.0,55.0,,5.0,,,,78.0,,425.0,538.0,
3076.0,,1070.0,,,,127.0,,,66.0,55.0,,4.0,,,,78.0,,400.0,538.0,
3077.0,617.0,,1130.0,164.0,,127.0,,617.0,69.0,55.0,,6.0,,,185.0,78.0,617.0,,475.0,166.0
3078.0,935.0,1082.0,1129.0,1171.0,,126.0,,,69.0,55.0,,6.0,,,,78.0,935.0,,1042.0,166.0
3079.0,,,,310.0,,127.0,,,66.0,55.0,,5.0,,,193.0,78.0,,217.0,475.0,158.0
3080.0,,1072.0,1138.0,,,127.0,,1143.0,65.0,55.0,,7.0,,1160.0,,78.0,935.0,,1037.0,
3081.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3082.0,,,,170.0,,127.0,,,69.0,53.0,,5.0,,,,77.0,1090.0,1013.0,475.0,
3083.0,,,,,,127.0,,,59.0,55.0,,7.0,,,,78.0,,,225.0,
3084.0,935.0,1065.0,,158.0,,127.0,,935.0,65.0,55.0,,7.0,,,,78.0,935.0,,322.0,
3085.0,,,,,,127.0,,935.0,69.0,55.0,,6.0,,246.0,,78.0,935.0,,1040.0,
3086.0,,,,,,127.0,,617.0,65.0,55.0,,,,,,77.0,,,538.0,
3087.0,,,,,102.0,127.0,,176.0,69.0,53.0,,6.0,,,,77.0,,,538.0,
3088.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3089.0,,,,,,127.0,,,,,,7.0,,,,77.0,,,,
3090.0,1144.0,,,201.0,101.0,127.0,,1147.0,65.0,55.0,,,,,,78.0,935.0,,1040.0,157.0
3091.0,176.0,,,,,127.0,,940.0,69.0,55.0,,,,,,77.0,,,,
3092.0,,,,,,127.0,,935.0,72.0,55.0,,210.0,,,,78.0,935.0,,1058.0,
3093.0,,1067.0,,,,127.0,,1153.0,69.0,53.0,,,,,,78.0,,,538.0,
3094.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3095.0,,1063.0,,,,127.0,,,,,,,,,,78.0,,,,
3096.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3097.0,617.0,,,199.0,101.0,127.0,,,72.0,55.0,,5.0,,1157.0,1168.0,78.0,,412.0,538.0,166.0
1450.0,617.0,,,158.0,92.0,127.0,,,66.0,55.0,,5.0,,,,78.0,,14.0,538.0,162.0
3098.0,,,,,92.0,127.0,,935.0,69.0,55.0,,6.0,,,,78.0,,,1058.0,
3099.0,,,,,,127.0,,,72.0,55.0,,,,,,78.0,,13.0,538.0,
3100.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3101.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3102.0,,,1119.0,,,127.0,,,65.0,55.0,,,,,,77.0,,,538.0,
3103.0,,,,168.0,,127.0,,,63.0,55.0,,,,,,77.0,,,538.0,170.0
3104.0,,,1111.0,,,127.0,,1147.0,65.0,55.0,,7.0,,,,78.0,935.0,,1040.0,
3105.0,,,1105.0,,,127.0,,,,,,,,,,78.0,,,,
3106.0,,892.0,1127.0,,,127.0,,,59.0,55.0,,7.0,,,,77.0,1100.0,,538.0,
3107.0,,,,,,126.0,,,,,,,,,,78.0,,,,
3108.0,,,,,,127.0,,,,,,6.0,,,,78.0,,,,
3109.0,,,,,,127.0,,,,,,4.0,,,,77.0,,,,
3110.0,,,,,,1140.0,,,72.0,54.0,,,,,,77.0,283.0,428.0,538.0,
3111.0,,1079.0,,,,127.0,,,,,,,,,,78.0,,,,
3112.0,,,,,,127.0,,,64.0,55.0,,,,,,77.0,,,538.0,
3113.0,,,,,,127.0,,,,,,,,,,,,,,
3114.0,,,,,,127.0,,,68.0,55.0,,,,,,77.0,,,322.0,
3115.0,,,1131.0,,,127.0,,685.0,69.0,55.0,,,,,,78.0,,,538.0,
3116.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3117.0,,,,,97.0,127.0,,617.0,59.0,53.0,,6.0,,,,77.0,935.0,392.0,538.0,
3118.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3119.0,,1077.0,,,,126.0,,,,,,,,,,77.0,,,,
1656.0,,,112.0,164.0,,127.0,,940.0,66.0,55.0,,5.0,,140.0,,78.0,,14.0,538.0,164.0
3120.0,,,,202.0,,127.0,,617.0,63.0,55.0,,,,,,77.0,,,538.0,170.0
3121.0,133.0,,,,,127.0,,138.0,66.0,55.0,,5.0,,140.0,,77.0,129.0,,1032.0,
3122.0,,,1124.0,,,127.0,,,,,,,,,,77.0,,,,
3123.0,,,,,,127.0,,935.0,,55.0,,,,,,78.0,935.0,,1040.0,
3124.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3125.0,,,,,,127.0,,,,55.0,,,,,,78.0,,,,
3126.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3127.0,,1068.0,,,,127.0,,,,,,,,,,78.0,,,,
3128.0,,1075.0,,,,127.0,,,,,,,,,,78.0,,,,
3129.0,,,,,,127.0,,935.0,64.0,55.0,,,,,,78.0,935.0,,1040.0,
3130.0,,,,,,127.0,,935.0,59.0,55.0,,,,,,78.0,1089.0,,322.0,
3131.0,,1068.0,1105.0,,,127.0,,,,,,,,,,78.0,,,,
3132.0,,,1119.0,157.0,,127.0,,,,53.0,,,,,,78.0,,,538.0,157.0
1505.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3133.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3134.0,,,,,,127.0,,,,,,,,,,,,,,
3135.0,,,,,,127.0,,935.0,60.0,55.0,,7.0,,,,78.0,,,322.0,
3136.0,,1084.0,,,,127.0,,,,,,,,,,77.0,,,,
3137.0,,1083.0,1122.0,,,127.0,,,,,,,,,,77.0,,,,
3138.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3139.0,,892.0,1114.0,,,127.0,,,69.0,55.0,,,,,,77.0,,762.0,,
3140.0,,892.0,,,,127.0,,,,55.0,,,,1163.0,,77.0,,,538.0,
3141.0,176.0,,1121.0,199.0,572.0,127.0,,612.0,,55.0,,7.0,,,,78.0,1091.0,,1025.0,166.0
3142.0,,,,157.0,,127.0,,,69.0,54.0,,,,,,78.0,,,,157.0
3143.0,935.0,621.0,,157.0,,127.0,,,64.0,55.0,,,,,,78.0,935.0,,322.0,157.0
3144.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3145.0,,,,,,127.0,,,,55.0,,,,,,77.0,,,538.0,
3146.0,176.0,1083.0,,202.0,97.0,127.0,,617.0,65.0,55.0,,,,1159.0,,77.0,,1011.0,538.0,170.0
3147.0,935.0,545.0,,195.0,,127.0,,1142.0,66.0,55.0,,5.0,,,,78.0,935.0,16.0,322.0,164.0
3148.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3149.0,,1065.0,,,,127.0,,1148.0,64.0,55.0,,,,,,78.0,935.0,394.0,1042.0,
3150.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3151.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3152.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3153.0,,,,,,127.0,,935.0,,,,,,,,78.0,,,,
3154.0,,1081.0,,,,127.0,,176.0,69.0,55.0,,,,,,78.0,,,538.0,
3155.0,,,,,,127.0,,,,55.0,,6.0,,,,78.0,,,52.0,
3156.0,,,,,,127.0,,,66.0,53.0,,5.0,,,,78.0,,,538.0,
1534.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3157.0,,,,,,127.0,,612.0,59.0,54.0,,,,,,78.0,617.0,,538.0,
3158.0,,1078.0,,,,127.0,,935.0,63.0,55.0,,,,,,78.0,,,1040.0,
3159.0,,1081.0,,,,127.0,,,,,,,,,,78.0,,,,
3160.0,,1065.0,,,,127.0,,,,,,,,,,78.0,,,,
3161.0,,,,,,127.0,,,66.0,53.0,,5.0,,,,78.0,,,538.0,
3162.0,,,,157.0,,127.0,,1142.0,66.0,55.0,,5.0,,,,77.0,,425.0,538.0,157.0
3163.0,935.0,,,,,127.0,,935.0,69.0,55.0,,,,,,78.0,,,1040.0,157.0
3164.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3165.0,,,112.0,160.0,92.0,127.0,,179.0,66.0,54.0,,,,,,77.0,,,538.0,162.0
3166.0,,1080.0,,,,127.0,,935.0,68.0,55.0,,377.0,,,,78.0,935.0,,1040.0,
3167.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3168.0,,,1139.0,,,127.0,,1142.0,,,,,,,,77.0,,,,
3169.0,,1075.0,,,,127.0,,,,,,,,,,78.0,,,,
3170.0,176.0,1065.0,,,,127.0,,284.0,65.0,55.0,,210.0,,,,,,,538.0,
3171.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3172.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3173.0,,1081.0,,,,127.0,,128.0,69.0,55.0,,5.0,,,,78.0,,,538.0,
3174.0,,,,,,127.0,,,64.0,55.0,,,,,,78.0,935.0,,1040.0,
3175.0,,,,,,1141.0,,1149.0,,55.0,,5.0,,,,78.0,,,,
3176.0,617.0,,,,,127.0,,617.0,63.0,55.0,,7.0,,,,78.0,,394.0,538.0,
3177.0,,900.0,,,,127.0,,281.0,69.0,53.0,,,,246.0,,78.0,,,538.0,
3178.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3179.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3180.0,,1073.0,1109.0,,,127.0,,,,,,,,,,78.0,,,,
3181.0,,,1109.0,,,127.0,,,,,,,,,,77.0,,,,
3182.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3183.0,935.0,,,157.0,102.0,127.0,,935.0,,55.0,,,,,,78.0,,,,
3184.0,,,110.0,,,127.0,,176.0,,,,,,,,77.0,,,,
3185.0,,892.0,,,,127.0,,,,,,,,,,77.0,,,,
3186.0,,,,,,127.0,,,66.0,53.0,,5.0,,,,78.0,,,538.0,
3187.0,,,,,,127.0,,,69.0,54.0,,6.0,,,,78.0,,,538.0,
3188.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3189.0,,,,,,127.0,,176.0,72.0,55.0,,1004.0,,,,78.0,,392.0,538.0,
3190.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3191.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3192.0,,1080.0,,,,127.0,,617.0,69.0,55.0,,,,,,78.0,1093.0,,538.0,
3193.0,,,,,,127.0,,935.0,,55.0,,5.0,,,,78.0,,,322.0,
3194.0,,,,,98.0,127.0,,,72.0,53.0,,,,,,78.0,,,1023.0,
3195.0,,,,201.0,572.0,127.0,,935.0,64.0,55.0,,5.0,,,,77.0,,394.0,1040.0,294.0
3196.0,,,,310.0,,127.0,,617.0,69.0,55.0,,5.0,,,193.0,78.0,1092.0,400.0,538.0,158.0
3197.0,,,1106.0,,,127.0,,,,55.0,,377.0,,,,77.0,,,1053.0,
3198.0,,,,,,127.0,,685.0,69.0,55.0,,6.0,,,,77.0,1087.0,,538.0,
3199.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3200.0,,,1135.0,307.0,572.0,127.0,,,63.0,55.0,,,,,1167.0,77.0,1098.0,,,
3201.0,,1063.0,,,,127.0,,,,,,,,,,78.0,,,,
3202.0,,,,,,127.0,,,64.0,55.0,,,,,,77.0,935.0,,322.0,157.0
3203.0,,,,,,127.0,,,69.0,55.0,,1004.0,,,,77.0,,400.0,538.0,
3204.0,,1074.0,,201.0,,127.0,,,72.0,55.0,,5.0,,246.0,185.0,78.0,1087.0,,504.0,
3205.0,176.0,,,201.0,101.0,127.0,,176.0,69.0,55.0,,,,538.0,,78.0,,388.0,538.0,166.0
3206.0,,,,,,127.0,,617.0,65.0,55.0,,,,,,78.0,,,538.0,
3207.0,,1079.0,,,,127.0,,,63.0,55.0,,377.0,,,,78.0,,,538.0,
3208.0,,,,157.0,,127.0,,,72.0,53.0,,,,538.0,,77.0,,,538.0,157.0
3209.0,,,,,,127.0,,176.0,,55.0,,,,,,77.0,,,538.0,
3210.0,,,,164.0,572.0,127.0,,,69.0,55.0,,7.0,,,,77.0,,,538.0,170.0
3211.0,,,,,,1140.0,,,,,,,,,,77.0,,,,
3212.0,176.0,1075.0,,,,127.0,,176.0,69.0,53.0,,6.0,,,,78.0,,,538.0,
3213.0,935.0,621.0,581.0,164.0,,127.0,,935.0,,55.0,,,,1155.0,,78.0,935.0,,1040.0,
3214.0,176.0,,,199.0,,127.0,,,72.0,55.0,,,,,,78.0,,412.0,538.0,166.0
3215.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3216.0,,,1121.0,,,127.0,,,69.0,55.0,,,,,,78.0,1091.0,,1053.0,170.0
3217.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3218.0,,,1124.0,,,127.0,,,,,,,,,,77.0,,,,
3219.0,,,,675.0,,127.0,,,69.0,55.0,,6.0,,1158.0,,78.0,,,538.0,676.0
3220.0,,,1133.0,,,127.0,,935.0,,53.0,,1003.0,,,,78.0,935.0,,322.0,
3221.0,617.0,621.0,,201.0,92.0,127.0,,,72.0,55.0,,,,,,78.0,,429.0,538.0,170.0
3222.0,617.0,,,199.0,,127.0,,,66.0,55.0,,5.0,,538.0,,78.0,,14.0,538.0,164.0
3223.0,,900.0,,,,127.0,,617.0,64.0,55.0,,6.0,,,,78.0,,,538.0,
3224.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3225.0,,,,,,127.0,,176.0,66.0,55.0,,,,,,78.0,,428.0,538.0,
3226.0,,,,,,127.0,,1144.0,,,1154.0,6.0,,,,78.0,,,,
3227.0,,900.0,,,,127.0,,935.0,,,,,,,,78.0,935.0,,,
3228.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3229.0,,1075.0,,,,127.0,756.0,935.0,65.0,55.0,,7.0,,,,78.0,935.0,,1050.0,
3230.0,,1068.0,,,,127.0,,,,,,6.0,,,,78.0,,,,
3231.0,,,,,,127.0,,,68.0,55.0,,,,,,78.0,935.0,,1037.0,
3232.0,,1067.0,1125.0,,92.0,127.0,,935.0,69.0,53.0,,,,1162.0,,78.0,,,322.0,157.0
3233.0,,1068.0,,199.0,,127.0,,,66.0,55.0,,5.0,,,,78.0,,,538.0,
3234.0,,,1112.0,157.0,,127.0,,935.0,66.0,55.0,,4.0,,,,78.0,,,1040.0,157.0
3235.0,,,,,,127.0,,,,53.0,,4.0,,,,77.0,,,538.0,
3236.0,,,,,,127.0,,617.0,69.0,55.0,,,,,,78.0,,412.0,538.0,
3237.0,,,,,,127.0,,,66.0,55.0,,4.0,,,,78.0,935.0,,322.0,
3238.0,,,,,,127.0,,935.0,65.0,55.0,,,,,,78.0,,,1040.0,
3239.0,,,,,,127.0,,617.0,65.0,55.0,,,,,,77.0,,,538.0,
1642.0,,,1113.0,,,127.0,,,,,,,,,,78.0,,,,
3240.0,617.0,,,166.0,,127.0,,617.0,59.0,55.0,,6.0,,,,77.0,,,538.0,166.0
3241.0,,,112.0,,,127.0,,,,,,,,,,77.0,,,,
3242.0,,1077.0,,157.0,,127.0,,,69.0,55.0,,6.0,,,,77.0,,,538.0,
3243.0,935.0,,,197.0,,127.0,,935.0,68.0,55.0,,6.0,,,,77.0,935.0,,322.0,
3244.0,,,,,,127.0,,,65.0,55.0,,7.0,,,,77.0,,,538.0,
3245.0,,,,,,127.0,,,,,,,,,,77.0,,,,
3246.0,,,,,,127.0,,940.0,72.0,53.0,,6.0,,,,78.0,,,538.0,
3247.0,,,,,95.0,127.0,,617.0,64.0,55.0,,6.0,,1161.0,,78.0,,,538.0,
3248.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3249.0,,1081.0,,,,127.0,,,69.0,55.0,,5.0,,,,78.0,,,538.0,
3250.0,,,,,,127.0,,,72.0,55.0,,5.0,,,,78.0,,,,
3251.0,,,1105.0,,,127.0,,,,,,,,,,77.0,,,,
3252.0,,892.0,,,,127.0,,,,,,,,,,77.0,,,,
3253.0,,1067.0,,,,127.0,,,,,,,,,,78.0,,,,
3254.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3255.0,,,,,,127.0,,,69.0,55.0,,,,,,77.0,,,538.0,
3256.0,,,,,,127.0,756.0,,69.0,55.0,,,,,,78.0,,,538.0,
3257.0,,,,157.0,,127.0,,935.0,65.0,55.0,,6.0,,,1166.0,78.0,935.0,,322.0,157.0
1666.0,,1073.0,,,,127.0,,,,,,,,,,78.0,,,,
3258.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3259.0,,,,,,127.0,,,69.0,55.0,,6.0,,,,78.0,,215.0,538.0,
3260.0,,1083.0,,,,127.0,,1142.0,,,,4.0,,,,77.0,,,,
3261.0,,,,170.0,,127.0,,,66.0,55.0,,5.0,,,,77.0,,,538.0,
3262.0,,1071.0,,,,127.0,,,,55.0,,4.0,,,,78.0,,428.0,538.0,
3263.0,,,,,,127.0,,617.0,72.0,53.0,,6.0,,,,78.0,,,538.0,
3264.0,,621.0,,310.0,,127.0,,617.0,72.0,55.0,,6.0,,,,78.0,,398.0,538.0,158.0
3265.0,,1084.0,,,,127.0,,617.0,,53.0,,6.0,,,,78.0,1088.0,,538.0,
3266.0,,,,,,127.0,,,62.0,55.0,,,,,,77.0,,,1020.0,
3267.0,,,,,1102.0,127.0,,176.0,69.0,55.0,,,,,,77.0,176.0,,538.0,
3268.0,,,,,,127.0,,,,,,,,,,78.0,,,,
3269.0,,,,,,127.0,,935.0,69.0,55.0,,,,,,78.0,,,1037.0,
3270.0,,,1104.0,,,127.0,,176.0,,55.0,,,,,,78.0,176.0,,,
3271.0,,1063.0,1107.0,,,127.0,,,62.0,55.0,,,,,,78.0,,,,
