user_id,last_name,locale,education_type,gender,hometown_id,education_concentration_id,location_id,first_name,work_employer_id,middle_name,education_classes_id,education_with_id,work_end_date,work_start_date,education_school_id,birthday,work_projects_id,work_position_id,work_location_id,education_year_id,education_degree_id,languages_id
2194.0,,127.0,55.0,78.0,908.0,,942.0,,,,,,,,861.0,,,,,72.0,774.0,
2195.0,,127.0,53.0,77.0,,,,,,,,,,,52.0,377.0,,,,,,
136.0,,127.0,,78.0,909.0,,,,,,,,,,,733.0,,,,,,
2196.0,,127.0,55.0,78.0,908.0,15.0,908.0,,,,,,,,840.0,4.0,,,,,,
2197.0,,127.0,53.0,78.0,,,940.0,,,,,,,,442.0,,,,,69.0,,
2198.0,,127.0,,77.0,908.0,,,,,,,,,,,,,,,,,
2199.0,,127.0,55.0,77.0,906.0,392.0,,895.0,52.0,,,,202.0,200.0,52.0,738.0,,989.0,908.0,72.0,,92.0
2200.0,,932.0,55.0,78.0,,,,,,,,,,,863.0,,,,,66.0,,
2201.0,,127.0,55.0,78.0,908.0,,908.0,,,,,,,,834.0,5.0,,,,,,
2202.0,110.0,127.0,53.0,77.0,,,,,,,,,,,239.0,,,,,,,
2203.0,,127.0,55.0,78.0,902.0,402.0,617.0,,,,,,199.0,,805.0,,,,,66.0,,
2204.0,,126.0,55.0,78.0,,,176.0,,,,,,162.0,,442.0,,,,,72.0,,
2205.0,,127.0,,77.0,908.0,,176.0,,,,,,,,,,,,,,,
2206.0,,127.0,55.0,78.0,,768.0,,,,,,886.0,,,834.0,5.0,,,,,,
2207.0,,127.0,55.0,77.0,,765.0,908.0,,,,,,,164.0,777.0,,,700.0,908.0,72.0,,94.0
2208.0,,127.0,55.0,77.0,,,,,,,,,,,811.0,,,,,,,
2209.0,,127.0,54.0,77.0,,398.0,176.0,,,,,,,,811.0,,,,,71.0,22.0,
2210.0,,127.0,55.0,78.0,908.0,,,,,,,,,,858.0,,,,,,,
2211.0,,126.0,55.0,78.0,908.0,,,,,,,,,,442.0,,,,,65.0,,
2212.0,,932.0,55.0,78.0,908.0,,908.0,,,,,,,,789.0,5.0,,,,66.0,,
2213.0,,932.0,55.0,78.0,,,908.0,,,,,,,,834.0,,,,,,,
2214.0,931.0,127.0,55.0,77.0,908.0,,908.0,,,,,,,,865.0,,,,,,,
2215.0,,127.0,55.0,78.0,,,908.0,,,,,,,,835.0,4.0,,,,61.0,20.0,92.0
2216.0,,127.0,55.0,78.0,,,,,,,,,,,834.0,5.0,,,,,,
2217.0,930.0,127.0,55.0,78.0,558.0,,176.0,,,,,,157.0,157.0,,,,,176.0,,,
2218.0,,126.0,55.0,78.0,908.0,,908.0,,,,,,,,823.0,5.0,,,,66.0,,92.0
2219.0,,127.0,55.0,77.0,,,176.0,,,,,,157.0,157.0,,,,,,255.0,,
2220.0,,126.0,55.0,77.0,,,,,,,,,,157.0,834.0,,,,,66.0,,
2221.0,,127.0,55.0,78.0,908.0,16.0,128.0,,973.0,,,,726.0,1002.0,52.0,,,,933.0,67.0,21.0,914.0
2222.0,,127.0,55.0,78.0,908.0,,128.0,,958.0,,,,,,52.0,2.0,,,,259.0,,914.0
2223.0,,127.0,,78.0,908.0,,,,,,,,,,,741.0,,,,,,92.0
2224.0,,127.0,55.0,78.0,,770.0,,,,,,,170.0,202.0,537.0,4.0,,,,66.0,22.0,
2225.0,,127.0,55.0,78.0,903.0,,,,,,,,,,787.0,6.0,,,,65.0,,
2226.0,,127.0,55.0,78.0,908.0,,176.0,,663.0,,,,,,783.0,,,,,,,92.0
2227.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2228.0,123.0,127.0,55.0,77.0,,392.0,176.0,,966.0,,,,157.0,157.0,,,,699.0,176.0,69.0,,
2229.0,,127.0,55.0,78.0,,,908.0,,951.0,,,,157.0,157.0,834.0,5.0,,,908.0,,,
2230.0,,127.0,,77.0,,,,,,,,,,,,6.0,,,,,,
2231.0,,127.0,55.0,78.0,,764.0,,,,,,,166.0,199.0,442.0,,,,,69.0,,
2232.0,,127.0,55.0,78.0,908.0,14.0,176.0,,,,,,,,871.0,,,,,65.0,,101.0
2233.0,,127.0,55.0,77.0,908.0,392.0,280.0,,956.0,943.0,,,169.0,202.0,834.0,5.0,,193.0,,66.0,,
2234.0,,127.0,55.0,77.0,908.0,,908.0,,,,759.0,884.0,168.0,680.0,834.0,6.0,,992.0,908.0,66.0,,92.0
2235.0,,127.0,55.0,78.0,908.0,,128.0,,,,,,,202.0,52.0,,,185.0,128.0,68.0,,101.0
2236.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2237.0,,127.0,,77.0,904.0,,,,,,,,,,,5.0,,,,,,
2238.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2239.0,,127.0,55.0,78.0,,,908.0,,,,,,,,783.0,,,,,65.0,,
2240.0,,126.0,55.0,77.0,908.0,,,,,,,,198.0,157.0,834.0,5.0,,,,,,
2241.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2242.0,,127.0,55.0,78.0,908.0,767.0,908.0,,,,,,,,871.0,,,700.0,,66.0,21.0,
2243.0,,127.0,55.0,78.0,908.0,14.0,128.0,,52.0,,749.0,,171.0,202.0,52.0,377.0,,193.0,133.0,63.0,,92.0
2244.0,,127.0,55.0,77.0,908.0,,908.0,,,,,,,165.0,834.0,5.0,,,908.0,,,
2245.0,,127.0,55.0,78.0,,,176.0,,972.0,,,,167.0,201.0,,,,699.0,,66.0,223.0,
2246.0,,127.0,55.0,77.0,,,612.0,,,,,,157.0,202.0,878.0,,,,612.0,69.0,437.0,
2247.0,919.0,127.0,55.0,77.0,,760.0,612.0,,,,,,157.0,157.0,882.0,,,,,64.0,437.0,
2248.0,,127.0,55.0,77.0,,,,,,,,,,,523.0,,,,,72.0,,
2249.0,,127.0,55.0,77.0,,392.0,937.0,,,,,,166.0,199.0,814.0,7.0,,996.0,,65.0,,92.0
2250.0,,127.0,55.0,78.0,906.0,217.0,611.0,,974.0,,,887.0,171.0,170.0,533.0,736.0,,,979.0,66.0,22.0,913.0
2251.0,,127.0,53.0,77.0,,,,,,,,,,,442.0,,,,,72.0,,
2252.0,,127.0,55.0,78.0,,392.0,,,,,,,,,52.0,,,,,58.0,,
2253.0,,126.0,55.0,77.0,,768.0,,,952.0,,,,157.0,166.0,875.0,5.0,,,,62.0,,
2254.0,928.0,127.0,55.0,77.0,911.0,,,,,,,,,,535.0,,,,,65.0,,92.0
2255.0,,932.0,55.0,77.0,,,,,,,,,,,777.0,2.0,,,,,,
2256.0,,127.0,55.0,77.0,905.0,,908.0,,,,,,,,865.0,5.0,,,908.0,66.0,,92.0
2257.0,,127.0,55.0,77.0,,,,,,,,,,,834.0,5.0,,,,,,
2258.0,,932.0,55.0,77.0,,,,,,,,,,,834.0,,,,,,,
2259.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2260.0,123.0,127.0,53.0,77.0,82.0,392.0,,,140.0,,,,168.0,169.0,442.0,,,,133.0,72.0,,
2261.0,,127.0,55.0,77.0,908.0,,908.0,,,,,,,725.0,803.0,5.0,,,,,,
2262.0,,932.0,54.0,77.0,,,,,852.0,,,,,,824.0,,,,,,,
2263.0,920.0,126.0,55.0,77.0,,,,,,,,,157.0,157.0,856.0,,,,,,,
2264.0,,932.0,55.0,77.0,,,,,,,,,,,,5.0,,,,,,
2265.0,,127.0,55.0,78.0,908.0,400.0,,,,,,,,,828.0,,,,,69.0,,
2266.0,,127.0,55.0,78.0,908.0,16.0,,,975.0,,,,680.0,199.0,834.0,,,182.0,,,,92.0
2267.0,,932.0,55.0,78.0,,,,,,,,,,,,,,,,,,
2268.0,,127.0,55.0,77.0,908.0,,617.0,894.0,,,756.0,,,,538.0,,,,,64.0,,
2269.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2270.0,,127.0,55.0,77.0,,,,,,,,,,,,,,,,,,
2271.0,,127.0,55.0,78.0,,,908.0,,,,,,,,850.0,5.0,,,,,,
2272.0,,127.0,55.0,77.0,908.0,,908.0,,962.0,,,,,197.0,811.0,2.0,,700.0,908.0,259.0,223.0,
2273.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2274.0,,127.0,55.0,78.0,911.0,215.0,128.0,,,,,,,,52.0,,,,,65.0,,
2275.0,,127.0,55.0,78.0,,,,,,,,,168.0,168.0,834.0,730.0,,,908.0,,,
2276.0,,932.0,55.0,77.0,,,908.0,,,,,,,,855.0,730.0,,,,,,
2277.0,,127.0,55.0,77.0,,213.0,176.0,,,,,,,,442.0,7.0,,,,59.0,,
2278.0,,127.0,55.0,77.0,908.0,,,,,,,,,,50.0,5.0,,,,66.0,,
2279.0,,127.0,55.0,78.0,908.0,400.0,282.0,,,,11.0,,168.0,202.0,249.0,733.0,,997.0,,72.0,22.0,101.0
2280.0,,127.0,55.0,78.0,908.0,392.0,128.0,,962.0,,,,171.0,681.0,52.0,,,998.0,128.0,68.0,,92.0
2281.0,,127.0,,78.0,,,176.0,,,,,,,,,,,,,,,
2282.0,,127.0,55.0,77.0,908.0,,128.0,,,,,,,170.0,882.0,,,,,69.0,,92.0
2283.0,919.0,127.0,55.0,78.0,908.0,14.0,558.0,,151.0,,,,166.0,164.0,882.0,,,192.0,176.0,72.0,,92.0
2284.0,,127.0,55.0,78.0,,392.0,,900.0,,,,,157.0,157.0,787.0,,,,,65.0,,
2285.0,,932.0,55.0,77.0,,13.0,,,,,,,157.0,157.0,783.0,210.0,,,,259.0,,
2286.0,,127.0,53.0,78.0,,,,,,,,,,,442.0,,,,176.0,72.0,,
2287.0,,127.0,55.0,77.0,908.0,,,,,,,,157.0,198.0,523.0,5.0,,,908.0,69.0,,
2288.0,,932.0,55.0,77.0,908.0,,908.0,,,,,,,,852.0,,,,,65.0,,
2289.0,,127.0,55.0,77.0,,392.0,176.0,,,,,,,,833.0,210.0,,,,66.0,,
2290.0,,127.0,55.0,77.0,,,908.0,,,,,,,,786.0,5.0,,,,60.0,,
2291.0,931.0,932.0,55.0,77.0,,,908.0,,,,,,,202.0,865.0,,,,908.0,72.0,,92.0
2292.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2293.0,,127.0,55.0,78.0,,,933.0,,,,,,,,869.0,5.0,,,,,,
2294.0,,127.0,55.0,78.0,908.0,,,,,,,887.0,,,52.0,4.0,,,,71.0,,
2295.0,,127.0,,77.0,,,908.0,,,,,,,,,,,,,,,
2296.0,,127.0,55.0,77.0,,215.0,940.0,,,,,,170.0,202.0,442.0,6.0,,,908.0,66.0,,92.0
2297.0,,127.0,53.0,77.0,,,,,,,,,,,,5.0,,,,69.0,,
2298.0,,126.0,55.0,78.0,908.0,16.0,,,963.0,,,,161.0,976.0,537.0,210.0,,,908.0,66.0,,
2299.0,,932.0,55.0,77.0,,,,,,,,,,,855.0,5.0,,,,,,
2300.0,,932.0,55.0,78.0,,,,,965.0,,,,,,,732.0,,986.0,,72.0,,
2301.0,,127.0,55.0,78.0,,,128.0,,972.0,,,,170.0,202.0,52.0,6.0,,997.0,176.0,72.0,,93.0
2302.0,,127.0,55.0,77.0,,,283.0,893.0,,,11.0,,,,50.0,4.0,,,,64.0,,
2303.0,,127.0,55.0,78.0,908.0,215.0,,,863.0,,,,,202.0,803.0,6.0,,,908.0,72.0,,
2304.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2305.0,,932.0,55.0,77.0,908.0,,,,,,752.0,,,,833.0,5.0,,,,71.0,,
2306.0,,127.0,55.0,77.0,908.0,,908.0,,968.0,,,,,,834.0,5.0,,193.0,,,,
2307.0,,932.0,55.0,78.0,,,936.0,,,,,,,,876.0,5.0,,,,,,
2308.0,,127.0,55.0,78.0,908.0,,558.0,,,,,,,170.0,811.0,6.0,,,558.0,62.0,,92.0
2309.0,,127.0,55.0,77.0,908.0,,908.0,,945.0,,,,198.0,196.0,834.0,5.0,,,,,,
2310.0,,127.0,55.0,78.0,,,612.0,,,,,,,,857.0,,,,,65.0,224.0,
2311.0,,932.0,55.0,77.0,908.0,338.0,908.0,,950.0,,,,,,852.0,5.0,,990.0,908.0,,,
2312.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2313.0,930.0,127.0,,,,,,,,,,,,,,,,,,,,
2314.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2315.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2316.0,,127.0,55.0,78.0,,14.0,612.0,,,,,,166.0,169.0,442.0,,,,,69.0,,92.0
2317.0,,127.0,55.0,78.0,,416.0,176.0,,,,,,,,442.0,,,,,72.0,,
2318.0,,127.0,55.0,78.0,908.0,400.0,908.0,,972.0,,,,202.0,202.0,805.0,1.0,,,558.0,67.0,,
2319.0,,127.0,55.0,77.0,908.0,216.0,610.0,,,,,,,,533.0,,,,,65.0,,92.0
2320.0,,127.0,55.0,78.0,908.0,,908.0,,,,,,,200.0,803.0,4.0,,,,61.0,,92.0
2321.0,,127.0,55.0,78.0,,16.0,176.0,,140.0,,,,,332.0,442.0,739.0,,193.0,176.0,66.0,,
2322.0,,127.0,55.0,77.0,908.0,394.0,176.0,,,,,,,,788.0,,,,,69.0,,92.0
2323.0,,127.0,55.0,77.0,,,908.0,,,,,,,332.0,789.0,5.0,,,,61.0,,
2324.0,894.0,126.0,55.0,77.0,,,,901.0,,,,,,,858.0,,,,,67.0,,
2325.0,,127.0,55.0,78.0,908.0,416.0,908.0,,663.0,,,,162.0,197.0,831.0,5.0,,,908.0,69.0,775.0,915.0
2326.0,,127.0,55.0,77.0,908.0,,,,968.0,,,,,,789.0,5.0,,,,,,
2327.0,,127.0,55.0,78.0,,,128.0,,,,,,,,52.0,,,,,63.0,,914.0
2328.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2329.0,,127.0,55.0,78.0,,,,,,,,,,,795.0,,,,,,,
2330.0,,127.0,55.0,78.0,,,,,,,,,,,810.0,,,,,65.0,,
2331.0,,127.0,55.0,77.0,908.0,,908.0,,,,,,,164.0,803.0,5.0,,995.0,,60.0,,
2332.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2333.0,,127.0,55.0,77.0,,,129.0,,,,,,,,52.0,4.0,,,,72.0,,
2334.0,,127.0,55.0,78.0,,338.0,902.0,,,,,,164.0,199.0,870.0,,,996.0,908.0,69.0,,
2335.0,,127.0,55.0,77.0,,,,,,,,,,170.0,503.0,5.0,,,,69.0,,265.0
2336.0,,127.0,55.0,78.0,,14.0,,,,,,,169.0,168.0,835.0,,,182.0,,65.0,,
2337.0,110.0,127.0,55.0,78.0,134.0,,,,,,,,,,533.0,,,,,60.0,,
2338.0,,127.0,55.0,78.0,908.0,763.0,908.0,,,,11.0,,,,537.0,,,,,61.0,,92.0
2339.0,,126.0,,77.0,908.0,,908.0,,,,,,,,,,,,,,,92.0
2340.0,,932.0,55.0,77.0,,,908.0,,968.0,,,,,165.0,834.0,5.0,,,,60.0,,94.0
2341.0,,127.0,55.0,78.0,,14.0,176.0,,,,,,170.0,170.0,442.0,6.0,,,980.0,69.0,,
2342.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2343.0,,127.0,55.0,77.0,908.0,,,,969.0,,,,,165.0,,,,,908.0,66.0,,
2344.0,,127.0,55.0,77.0,908.0,766.0,128.0,,954.0,,,,,,52.0,731.0,,,,68.0,22.0,915.0
2345.0,,127.0,55.0,78.0,908.0,,176.0,,956.0,,,,164.0,198.0,819.0,378.0,,,908.0,69.0,,101.0
2346.0,,127.0,55.0,78.0,,,,,,,,,,,787.0,,,,,64.0,,
2347.0,,127.0,55.0,78.0,,394.0,,,,,,,,157.0,847.0,,,,,71.0,22.0,92.0
2348.0,,127.0,55.0,77.0,908.0,,,,,,,,,,834.0,5.0,,,,,,
2349.0,,126.0,55.0,77.0,,,,,,,,,,,786.0,7.0,,,,,,
2350.0,,127.0,55.0,78.0,,,908.0,,,,,,,,,732.0,,,,62.0,,265.0
2351.0,,127.0,55.0,78.0,908.0,773.0,,,956.0,,,,680.0,723.0,236.0,,,193.0,908.0,72.0,,92.0
2352.0,,127.0,55.0,77.0,908.0,769.0,908.0,,,,751.0,,,,834.0,5.0,,,,66.0,,
2353.0,,127.0,,78.0,,,,,,,,,,,,4.0,,,,,,
2354.0,,127.0,55.0,77.0,908.0,,908.0,,953.0,,,,198.0,170.0,811.0,,,,908.0,69.0,,
2355.0,924.0,127.0,55.0,77.0,908.0,392.0,281.0,,,,,,,,533.0,,,699.0,281.0,65.0,,
2356.0,,932.0,55.0,78.0,,,,,,,,,,,834.0,4.0,,,,,,
1465.0,,127.0,55.0,78.0,908.0,14.0,,,,,,,166.0,164.0,538.0,5.0,,189.0,133.0,69.0,22.0,92.0
2357.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2358.0,,127.0,53.0,77.0,,,176.0,,,,,,,,315.0,,,,,69.0,,
2359.0,,932.0,55.0,77.0,,,,,,,,,,,852.0,729.0,,,,,,
2360.0,,127.0,55.0,78.0,,,,,,,,,,,442.0,,,,,69.0,,
2361.0,,127.0,55.0,77.0,618.0,,,,,,,,,,442.0,,,,,69.0,,
428.0,,127.0,55.0,78.0,,14.0,128.0,,52.0,,,,,310.0,52.0,,,,,64.0,223.0,
2362.0,,127.0,55.0,78.0,908.0,,908.0,,,,,,157.0,157.0,442.0,1.0,,983.0,,66.0,,
2363.0,,932.0,55.0,78.0,,,,,,,,,,,852.0,5.0,,,,62.0,,
2364.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2365.0,595.0,127.0,55.0,78.0,86.0,,,,,,,,166.0,725.0,787.0,4.0,,,612.0,72.0,,92.0
2366.0,,127.0,55.0,78.0,,,908.0,,949.0,,,,,,853.0,,,,,63.0,,
2367.0,,127.0,55.0,78.0,908.0,,176.0,,,,,,,,804.0,377.0,,,,68.0,,101.0
2368.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2369.0,894.0,127.0,55.0,77.0,908.0,,,,,,,,,,834.0,,,,,,,
2370.0,,127.0,55.0,78.0,,,908.0,,,,,,,,875.0,5.0,,,,,,
2371.0,595.0,127.0,55.0,77.0,,416.0,,,,,,,,164.0,856.0,,,,176.0,69.0,,
2372.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2373.0,,127.0,55.0,77.0,,767.0,176.0,,972.0,,,,170.0,202.0,442.0,,,989.0,176.0,65.0,,94.0
2374.0,,126.0,55.0,77.0,907.0,392.0,902.0,,,,,,,,834.0,,,,,72.0,776.0,
2375.0,922.0,127.0,55.0,78.0,558.0,,558.0,,,,,,,,,,,,,,,92.0
2376.0,,932.0,55.0,77.0,908.0,213.0,,,958.0,,,,,164.0,834.0,5.0,,993.0,,66.0,,
2377.0,,127.0,55.0,77.0,908.0,766.0,128.0,,,,,,,,52.0,,,,,71.0,,
2378.0,,127.0,55.0,78.0,84.0,,,,,,,,166.0,200.0,837.0,,,185.0,84.0,60.0,,265.0
2379.0,,127.0,55.0,78.0,909.0,217.0,940.0,,,,,,,,836.0,377.0,,,,68.0,,92.0
2380.0,,127.0,55.0,77.0,618.0,,,,,,,,,,,,,,,60.0,,92.0
2381.0,,932.0,55.0,78.0,,,908.0,,,,,,,,881.0,,,,,,,
2382.0,,127.0,,78.0,,,176.0,,,,,,,,,,,,,,,
2383.0,,127.0,55.0,77.0,908.0,,908.0,,,,,,,165.0,834.0,,,,,63.0,,
2384.0,,127.0,55.0,77.0,908.0,213.0,128.0,,,,758.0,,,,52.0,740.0,,,,72.0,22.0,92.0
2385.0,,127.0,55.0,78.0,908.0,,,,,,752.0,,,,835.0,5.0,,,,72.0,20.0,913.0
2386.0,,932.0,55.0,78.0,908.0,,933.0,,,,,,,,800.0,5.0,,,,66.0,,92.0
2387.0,,127.0,55.0,77.0,908.0,,908.0,,,,,,171.0,170.0,834.0,,,,,72.0,,
2388.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2389.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2390.0,,127.0,55.0,78.0,,216.0,128.0,,,,,,171.0,726.0,52.0,,,,,259.0,22.0,
2391.0,,127.0,55.0,78.0,,,,,,,,,,157.0,823.0,,,,,72.0,,
2392.0,,126.0,55.0,78.0,,,,,958.0,,,,,,852.0,5.0,,,,61.0,,
2393.0,,127.0,55.0,77.0,908.0,400.0,908.0,,,,,,164.0,724.0,789.0,736.0,,,,64.0,,101.0
2394.0,916.0,127.0,55.0,78.0,908.0,,,,,,750.0,,,,882.0,,,193.0,,60.0,,
2395.0,,127.0,55.0,77.0,908.0,,,893.0,962.0,,,,,199.0,834.0,5.0,,,,61.0,,
2396.0,,127.0,55.0,77.0,908.0,,128.0,,,,,,,,52.0,377.0,,,,63.0,,
2397.0,,127.0,54.0,77.0,,,176.0,,,,,,,,442.0,6.0,,,,69.0,,
2398.0,,126.0,55.0,,,,,,,,743.0,,171.0,169.0,877.0,,,,933.0,72.0,,
2399.0,,127.0,55.0,78.0,908.0,761.0,,,,,,,723.0,160.0,52.0,210.0,,,,62.0,223.0,915.0
2400.0,,127.0,55.0,77.0,908.0,392.0,908.0,,,,,,162.0,166.0,533.0,5.0,,985.0,908.0,66.0,,915.0
2401.0,,127.0,53.0,77.0,908.0,,908.0,,,,,,,,786.0,6.0,,,,72.0,,92.0
2402.0,,127.0,55.0,78.0,,,,,,,,,,,849.0,6.0,,,,69.0,,
2403.0,,127.0,55.0,78.0,,392.0,176.0,,966.0,,,,166.0,169.0,442.0,6.0,,699.0,176.0,69.0,,
2404.0,,932.0,55.0,78.0,,,,,,,,,,,852.0,,,,,65.0,,
2405.0,,127.0,,77.0,,,940.0,,,,,,,,,,,,,,,
2406.0,923.0,127.0,55.0,78.0,908.0,,176.0,,,,,,,,782.0,377.0,,,,63.0,,
2407.0,,127.0,55.0,77.0,908.0,,,,,,,,,,834.0,5.0,,,,61.0,,
2408.0,,126.0,55.0,77.0,,,,,,,,,,,834.0,5.0,,,,,,
2409.0,,127.0,55.0,77.0,,,,,,,,,,,811.0,5.0,,,,,,
2410.0,,127.0,55.0,77.0,,,,898.0,,,,,,,852.0,5.0,,,,61.0,,
2411.0,273.0,127.0,,77.0,,,,,,,,,,,,,,,,,,
2412.0,,127.0,55.0,78.0,,14.0,940.0,,140.0,,,,157.0,164.0,442.0,5.0,,185.0,176.0,69.0,,92.0
2413.0,924.0,127.0,,78.0,,,,,,,,,,,,,,,,,,
2414.0,,932.0,55.0,78.0,,769.0,,,,,,,,,789.0,5.0,,,,72.0,,
2415.0,,127.0,55.0,77.0,908.0,213.0,128.0,,962.0,,,,202.0,310.0,538.0,,,,,62.0,,92.0
2416.0,,127.0,55.0,77.0,,,176.0,,,,,,,,504.0,,,,,66.0,,
2417.0,,127.0,55.0,77.0,908.0,,942.0,,,,,,,,861.0,6.0,,,,63.0,,
2418.0,,127.0,55.0,78.0,,,,,,,,,202.0,680.0,863.0,5.0,,,,,,
2419.0,928.0,127.0,55.0,77.0,,392.0,908.0,,,,,,,197.0,535.0,,,,908.0,65.0,435.0,915.0
2420.0,,127.0,55.0,78.0,,,174.0,,961.0,,,,157.0,,873.0,5.0,,,,69.0,,
2421.0,,127.0,55.0,78.0,,14.0,,,,,,,,,442.0,5.0,,,,68.0,22.0,
2422.0,921.0,127.0,,77.0,,,,,,,,,,,,,,,,,,
2423.0,,932.0,,77.0,,,,,,,,,,,,,,,,,,
2424.0,,127.0,55.0,78.0,,,,,,,,,168.0,202.0,442.0,5.0,,,176.0,69.0,,
2425.0,,127.0,55.0,77.0,908.0,760.0,,,,,,,,,837.0,,,,,67.0,22.0,101.0
2426.0,,127.0,55.0,78.0,910.0,,,,,,,,,,858.0,,,,,64.0,,
2427.0,,127.0,55.0,77.0,908.0,764.0,,,948.0,,,,,,863.0,,,,,60.0,,
1577.0,,127.0,55.0,78.0,,392.0,617.0,,,,,,,,538.0,,,,,69.0,22.0,
2428.0,,127.0,55.0,77.0,908.0,,908.0,,,,,,726.0,726.0,794.0,,,193.0,,66.0,,
2429.0,,932.0,55.0,78.0,908.0,,908.0,,,,,,,,852.0,,,,,,,
2430.0,,,55.0,77.0,902.0,,,,,,,,,681.0,786.0,5.0,,,908.0,66.0,,
2431.0,,127.0,55.0,77.0,,392.0,129.0,,140.0,,,,,,538.0,,,,,66.0,,
2432.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2433.0,,932.0,55.0,77.0,,,,,,,,,,680.0,834.0,,,,908.0,61.0,,
2434.0,,127.0,55.0,77.0,908.0,216.0,128.0,,,,,,,,52.0,,,,,61.0,,
2435.0,,127.0,55.0,78.0,,216.0,,,,,,,170.0,202.0,787.0,,,193.0,,63.0,,
2436.0,,127.0,55.0,78.0,908.0,13.0,132.0,,,,756.0,,,,50.0,,,,,65.0,,
2437.0,,,53.0,77.0,,14.0,176.0,,,,,,,,442.0,2.0,,,,66.0,,
2438.0,,127.0,55.0,78.0,908.0,771.0,128.0,,52.0,,,,,,52.0,,,,,,,915.0
2439.0,922.0,126.0,55.0,77.0,558.0,,,,,,,,,,778.0,,,,,63.0,,
2440.0,602.0,127.0,55.0,77.0,,,176.0,,,,,,,,839.0,,,,,69.0,,
2441.0,921.0,127.0,53.0,77.0,,,,,,,,,,,,,,,,68.0,,572.0
2442.0,,932.0,,78.0,,,,,,,,,,,,5.0,,,,,,
2443.0,927.0,127.0,55.0,78.0,,,,,,,,,,,834.0,,,,,,,
2444.0,,127.0,,78.0,,,,,,,,,157.0,157.0,,,,,,,,
2445.0,,127.0,55.0,77.0,,14.0,,,,,,,,,836.0,,,,,65.0,,92.0
2446.0,,127.0,55.0,77.0,,,908.0,,,,,,,,834.0,5.0,,,,,,
2447.0,,127.0,55.0,77.0,,770.0,,,,,,,,201.0,537.0,7.0,,,,63.0,,
2448.0,,127.0,,77.0,,,,,,,,,,,,,,,,,,
2449.0,,126.0,,78.0,,,,,,,,,,,,,,,,,,
2450.0,930.0,127.0,55.0,77.0,558.0,,,,,,,,,,837.0,,,,,65.0,,
2451.0,,127.0,55.0,78.0,908.0,216.0,128.0,,946.0,,,,,157.0,52.0,6.0,,988.0,128.0,65.0,,92.0
2452.0,,127.0,55.0,78.0,,,,,,,745.0,,,,869.0,210.0,,,,,,
2453.0,,127.0,55.0,77.0,908.0,,,,,,,,,,777.0,,,,,,,92.0
2454.0,,127.0,55.0,77.0,,,,,975.0,,,,,,834.0,,,,,66.0,,92.0
2455.0,,127.0,55.0,77.0,,14.0,940.0,,140.0,,,,976.0,168.0,442.0,,,189.0,133.0,72.0,22.0,92.0
2456.0,,127.0,55.0,78.0,,14.0,940.0,,,,,,171.0,168.0,442.0,,,985.0,,64.0,22.0,92.0
2457.0,927.0,127.0,,78.0,,,,,,,,,,,,,,,,,,
2458.0,929.0,127.0,55.0,78.0,908.0,14.0,128.0,,151.0,,,,,,882.0,,,,,65.0,,
2459.0,926.0,127.0,,77.0,,,,,,,,,,,,,,,,,,
2460.0,,127.0,55.0,77.0,908.0,,,,,,,,,,834.0,,,,,59.0,,
2461.0,,127.0,55.0,77.0,908.0,,281.0,893.0,,,744.0,,,,813.0,5.0,,,,66.0,22.0,92.0
2462.0,,126.0,55.0,77.0,,,,901.0,,,742.0,,,,838.0,,,,,71.0,,
2463.0,,127.0,55.0,77.0,908.0,,,894.0,,,,,164.0,200.0,50.0,,,997.0,,66.0,22.0,92.0
2464.0,,127.0,55.0,77.0,,,908.0,,,,,,,,850.0,,,,,66.0,,
2465.0,917.0,127.0,,77.0,,,,,,,,,,,,,,,,,,
2466.0,,126.0,55.0,77.0,908.0,,933.0,,,,,,,,,,,,,,,
2467.0,,932.0,55.0,77.0,,,,,,,,,,,795.0,,,,,66.0,,
2468.0,,127.0,,78.0,,,,,,,,,,,,,,,,,,
2469.0,,126.0,55.0,78.0,,,,,,,,,,,789.0,5.0,,,,,,
