user_id,last_name,locale,education_type,hometown_id,education_concentration_id,location_id,first_name,work_employer_id,middle_name,education_school_id,work_with_id,education_with_id,work_end_date,work_start_date,languages_id,work_from_id,birthday,work_projects_id,work_position_id,work_location_id,education_year_id,education_degree_id,gender
1160.0,273.0,127.0,55.0,,18.0,617.0,,,,538.0,,,,202.0,,,6.0,,,617.0,65.0,,78.0
1161.0,,127.0,55.0,,425.0,,,,,538.0,,,,725.0,92.0,,,,,,,,78.0
1162.0,599.0,278.0,55.0,84.0,392.0,134.0,,,,250.0,,,,,,,209.0,,,,259.0,22.0,77.0
1163.0,268.0,127.0,53.0,84.0,391.0,176.0,,,,538.0,,,169.0,202.0,,,381.0,,,84.0,,,78.0
1164.0,590.0,127.0,55.0,84.0,,84.0,,,,538.0,,,,,265.0,,4.0,,,,66.0,,78.0
1165.0,,127.0,55.0,,,,,150.0,,538.0,,,162.0,195.0,,,,,,179.0,66.0,,78.0
1166.0,596.0,127.0,55.0,84.0,,84.0,,654.0,,229.0,,,,,,,5.0,,,,61.0,,78.0
1167.0,110.0,278.0,55.0,,,,,,,,,,,,,,6.0,,,,,,78.0
1168.0,273.0,278.0,55.0,,,,,,,471.0,,,,,92.0,,2.0,,,,259.0,,78.0
1169.0,599.0,278.0,53.0,84.0,,84.0,,,,228.0,,,,,,,3.0,,,,60.0,,77.0
1170.0,,278.0,55.0,298.0,,84.0,,653.0,,237.0,,,171.0,681.0,266.0,,5.0,,189.0,264.0,70.0,,78.0
1171.0,,127.0,55.0,,14.0,128.0,,,,538.0,,,,,572.0,,377.0,,,,69.0,22.0,78.0
1172.0,599.0,127.0,55.0,84.0,,84.0,,,,538.0,,,166.0,199.0,,,5.0,,193.0,,69.0,,78.0
1173.0,268.0,127.0,55.0,,,617.0,,538.0,,538.0,,,170.0,202.0,,,,,,617.0,65.0,,77.0
1174.0,,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1175.0,,127.0,55.0,84.0,,617.0,,,,538.0,,,,,,,,,,,,,78.0
1176.0,,278.0,,,,,,,,,,,,,,,3.0,,,,,,78.0
1177.0,,127.0,,,,176.0,,,,,,,,,,,,,,,,,78.0
1178.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1179.0,,127.0,55.0,,,,,,,52.0,,,157.0,157.0,,,,,,,62.0,,78.0
1180.0,275.0,127.0,55.0,,412.0,,,,,475.0,,,,,,,,,,,65.0,,78.0
1181.0,,127.0,55.0,84.0,,176.0,,,,,,,,,,,,,,,68.0,,77.0
1182.0,586.0,127.0,55.0,,18.0,616.0,555.0,538.0,,538.0,,,157.0,200.0,265.0,,5.0,,,,66.0,,77.0
1183.0,110.0,127.0,55.0,,,,,653.0,,246.0,,,,169.0,265.0,,,,701.0,,58.0,,78.0
1184.0,273.0,127.0,55.0,84.0,408.0,84.0,,,,538.0,,,170.0,171.0,265.0,,3.0,,,,62.0,,78.0
1185.0,275.0,127.0,55.0,,421.0,,,,,538.0,,,196.0,196.0,,,,,193.0,,66.0,,78.0
1186.0,,127.0,55.0,,,,545.0,151.0,,,,,157.0,716.0,,,,,,,65.0,,78.0
1187.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1188.0,272.0,278.0,55.0,,,,,655.0,,248.0,,,,,,,377.0,,,,64.0,,78.0
1189.0,110.0,278.0,54.0,84.0,14.0,611.0,,140.0,,470.0,,,200.0,199.0,,,1.0,,701.0,84.0,60.0,,78.0
1190.0,,278.0,55.0,,,,,,,526.0,,,,,,,4.0,,,,62.0,,78.0
1191.0,275.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1192.0,110.0,278.0,55.0,,,,,,,536.0,,,,,,,4.0,,,,62.0,,77.0
1193.0,,127.0,55.0,,390.0,,,,,538.0,,,,,,,210.0,,,,65.0,22.0,78.0
1194.0,273.0,278.0,55.0,,338.0,,,,,510.0,,,,,,,4.0,,,,61.0,,77.0
1195.0,,127.0,55.0,,394.0,283.0,,,,538.0,,,164.0,165.0,265.0,,,,,617.0,66.0,,78.0
1196.0,,127.0,55.0,,408.0,,,,,516.0,,,,,,,,,,,66.0,,77.0
1197.0,,127.0,55.0,,,176.0,,642.0,,538.0,,,167.0,201.0,93.0,,4.0,,701.0,179.0,61.0,,77.0
1198.0,110.0,127.0,55.0,84.0,392.0,176.0,,,,538.0,,,169.0,307.0,,,,,,,62.0,,77.0
1199.0,,127.0,55.0,566.0,401.0,617.0,,,625.0,538.0,,,,,,,381.0,,,,69.0,,78.0
1200.0,110.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1201.0,268.0,127.0,55.0,,,617.0,,,,538.0,,,170.0,202.0,265.0,,,,193.0,84.0,259.0,,77.0
1202.0,273.0,127.0,55.0,84.0,14.0,,,150.0,,317.0,,,166.0,199.0,265.0,,,,,177.0,65.0,22.0,78.0
606.0,324.0,127.0,55.0,298.0,406.0,129.0,,151.0,,52.0,,,157.0,166.0,,,,,,,66.0,223.0,78.0
1203.0,,127.0,55.0,,18.0,617.0,,538.0,,538.0,,,170.0,202.0,,,210.0,,183.0,,72.0,22.0,78.0
1204.0,271.0,278.0,55.0,,,84.0,,,,248.0,,,,,,,4.0,,,,66.0,,77.0
1205.0,,127.0,55.0,,,,,,,475.0,,,,,,,,,,,65.0,,78.0
1206.0,,127.0,55.0,,,,,,,538.0,,,,,,,6.0,,,,69.0,,78.0
1207.0,272.0,278.0,55.0,,,,,,,538.0,,,,,,,6.0,,,,63.0,,78.0
1208.0,,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1209.0,110.0,127.0,55.0,84.0,,,,,,538.0,,,,307.0,,,2.0,,,,,,78.0
1210.0,110.0,127.0,,,,,,,,,,,,,,,,,,,,,
1211.0,271.0,127.0,55.0,,,283.0,,,,538.0,,,,,,,,,,283.0,69.0,,77.0
1212.0,110.0,127.0,54.0,,,176.0,,,,249.0,,,,,,,3.0,,,,543.0,436.0,77.0
1213.0,580.0,278.0,55.0,,14.0,264.0,,649.0,,497.0,,,162.0,203.0,,,209.0,,701.0,84.0,66.0,,78.0
1214.0,590.0,127.0,53.0,84.0,,617.0,,,,538.0,,,,,,,,,,,,,77.0
1215.0,275.0,278.0,55.0,,,,,,,318.0,,,,,266.0,,6.0,,,,64.0,,77.0
1216.0,,127.0,,,,129.0,,,,,,,,,92.0,,210.0,,,,,,78.0
1217.0,604.0,127.0,55.0,84.0,,84.0,,,,240.0,,,,,,,4.0,,,,,,78.0
1218.0,,127.0,55.0,,,,,,,44.0,,,,,,,,,,,60.0,,78.0
1219.0,110.0,127.0,55.0,,,,,662.0,,538.0,,,168.0,161.0,,,5.0,,,,69.0,,78.0
1220.0,,,54.0,,,,,,,,,,,,,,,,,,58.0,,77.0
1221.0,272.0,278.0,,84.0,,,,,,,,,,,,,4.0,,,,,,78.0
1222.0,327.0,127.0,55.0,,392.0,617.0,,,,538.0,,,,,265.0,,5.0,,,,64.0,,78.0
1223.0,273.0,127.0,55.0,,387.0,,,,,246.0,,,,,,,,,,,71.0,438.0,78.0
1224.0,,127.0,54.0,,15.0,128.0,,,,52.0,,,,,,,5.0,,,,72.0,,78.0
1225.0,275.0,278.0,55.0,,410.0,264.0,,,,247.0,,,,,,,378.0,,,,,,78.0
348.0,110.0,127.0,55.0,84.0,,128.0,,,,52.0,,,171.0,202.0,,,,,302.0,84.0,67.0,,78.0
1226.0,275.0,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1227.0,586.0,278.0,55.0,,,,,248.0,,531.0,,,157.0,157.0,,,4.0,,,,62.0,,78.0
1228.0,,278.0,55.0,,,298.0,,660.0,,536.0,,,,,,,7.0,,,,60.0,,77.0
1229.0,110.0,127.0,55.0,,14.0,,,,,229.0,,,,,,,4.0,,,,62.0,,78.0
1230.0,276.0,278.0,55.0,84.0,399.0,,,538.0,625.0,538.0,,,162.0,162.0,,,4.0,,693.0,,72.0,,78.0
1231.0,,278.0,55.0,,,,110.0,,,530.0,,,,,,,4.0,,,,62.0,,78.0
1232.0,602.0,127.0,55.0,,218.0,129.0,,151.0,,52.0,,,171.0,,92.0,,0.0,,697.0,129.0,257.0,21.0,78.0
1233.0,604.0,278.0,55.0,,,,,,,247.0,,,,,,,,,,,67.0,,77.0
1234.0,599.0,127.0,55.0,,,,,,,504.0,,,,,,,378.0,,,,69.0,,77.0
1235.0,,278.0,55.0,,,,,,,237.0,,,,,,,,,,,62.0,,77.0
1236.0,268.0,127.0,55.0,84.0,14.0,84.0,,140.0,,,,,167.0,199.0,265.0,,5.0,,189.0,84.0,,,78.0
1237.0,273.0,127.0,55.0,,,,,,,523.0,,,,,,,210.0,,,,65.0,,77.0
1238.0,271.0,127.0,55.0,,425.0,617.0,,,,538.0,,,,,,,6.0,,,,65.0,,78.0
483.0,586.0,127.0,55.0,84.0,15.0,128.0,,,,52.0,,,,,,,,,,,66.0,,78.0
1239.0,600.0,278.0,54.0,84.0,,84.0,,,,538.0,,,170.0,171.0,265.0,,,,,84.0,64.0,223.0,78.0
1240.0,,127.0,55.0,,392.0,134.0,,641.0,,533.0,,,,157.0,573.0,,,,,,72.0,22.0,77.0
1241.0,,278.0,,,,,,,,,,,,157.0,,,7.0,,,,,,78.0
1242.0,110.0,127.0,55.0,,392.0,,547.0,,,538.0,,,,,,,3.0,,,,58.0,,78.0
1243.0,110.0,127.0,55.0,,,84.0,,,,538.0,,539.0,,,,,5.0,,,,68.0,437.0,77.0
1244.0,110.0,278.0,55.0,84.0,,84.0,,,,521.0,,,,,92.0,,,,,,,,78.0
1245.0,586.0,127.0,,84.0,,610.0,,,,,,,,,101.0,,,,,,,,78.0
1246.0,274.0,278.0,55.0,263.0,410.0,84.0,,,,536.0,,,,,,,4.0,,,,67.0,,78.0
1247.0,,127.0,55.0,84.0,216.0,609.0,,451.0,,451.0,,,,197.0,265.0,,,,,609.0,69.0,,78.0
1248.0,575.0,278.0,55.0,84.0,14.0,84.0,,,,,,,676.0,308.0,265.0,,210.0,,193.0,,,,78.0
1249.0,581.0,278.0,55.0,,,84.0,,,,247.0,,,,,265.0,,4.0,,,,66.0,,78.0
1250.0,275.0,278.0,55.0,,401.0,84.0,,661.0,,538.0,,,,,,,2.0,,,,,,78.0
1251.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1252.0,,126.0,55.0,,,,,,,,,,,,,,,,,,62.0,,78.0
1253.0,,278.0,,,,,,,,,,,,,,,,,,,,,77.0
1254.0,,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1255.0,110.0,127.0,55.0,,428.0,176.0,,,,538.0,,,,,,,,,,,66.0,,77.0
1256.0,110.0,127.0,53.0,,,,,,,538.0,,,170.0,202.0,,,,,,,,,78.0
1257.0,110.0,278.0,55.0,,,264.0,,,,525.0,,,,,,,4.0,,,,60.0,,77.0
1258.0,275.0,126.0,55.0,84.0,403.0,84.0,,,,247.0,,,,,265.0,,4.0,,,,61.0,,78.0
1259.0,268.0,278.0,54.0,,14.0,84.0,,671.0,,226.0,,,157.0,678.0,,,209.0,,701.0,84.0,65.0,21.0,78.0
1260.0,110.0,278.0,,84.0,,,,,,,,,,,,,7.0,,,,,,78.0
1261.0,273.0,278.0,55.0,,,84.0,,632.0,,237.0,,,157.0,157.0,,,6.0,,,,66.0,,78.0
1262.0,273.0,127.0,55.0,84.0,14.0,84.0,,,,499.0,,,,,265.0,,210.0,,,,60.0,,78.0
1263.0,588.0,127.0,53.0,84.0,427.0,,,,,225.0,,,157.0,157.0,,,,,182.0,,66.0,,78.0
1264.0,110.0,126.0,55.0,84.0,,,,,,523.0,,,,,574.0,,377.0,,,,68.0,,78.0
1265.0,587.0,127.0,55.0,,18.0,,,,,538.0,,,,,,,,,,,,,78.0
1266.0,106.0,127.0,,,,176.0,,,,,,,,,,,,,,,,,77.0
1267.0,275.0,127.0,55.0,,401.0,84.0,,538.0,,538.0,,,167.0,166.0,,,4.0,,185.0,,66.0,,78.0
1268.0,273.0,127.0,,,,619.0,,,,,,,,,,,,,,,,,
1269.0,,127.0,55.0,,18.0,617.0,546.0,,,538.0,,,,,,,4.0,,,,66.0,,78.0
1270.0,590.0,278.0,53.0,,,617.0,,,,538.0,,,,,,,0.0,,,,,,77.0
1271.0,110.0,127.0,55.0,,395.0,84.0,,,,538.0,,,,,265.0,,6.0,,,,72.0,437.0,77.0
1272.0,272.0,127.0,55.0,,392.0,,,,627.0,538.0,,,,157.0,,,,,,,66.0,,78.0
1273.0,,278.0,,,,,,,,,,,,,,,6.0,,,,,,77.0
1274.0,,127.0,55.0,,,617.0,,,,538.0,,,,,,,4.0,,,,62.0,,77.0
1275.0,,127.0,55.0,,14.0,84.0,,,,232.0,,,,,265.0,,7.0,,,,69.0,,78.0
1276.0,275.0,127.0,54.0,84.0,393.0,,,,,52.0,,,,,,,4.0,,,,63.0,,77.0
1277.0,324.0,278.0,55.0,84.0,215.0,84.0,,,,229.0,,,,,,,4.0,,,,62.0,,78.0
1278.0,586.0,127.0,55.0,,18.0,,,538.0,,538.0,,,157.0,195.0,,,,,,,255.0,433.0,78.0
1279.0,,278.0,55.0,,,,,,,536.0,,,,,,,5.0,,,,62.0,,78.0
1280.0,273.0,127.0,55.0,566.0,18.0,617.0,,,,538.0,,,,,265.0,,5.0,,,,72.0,,78.0
1281.0,,278.0,55.0,84.0,13.0,84.0,,,,536.0,,,,,574.0,,,,,,61.0,,78.0
1282.0,599.0,278.0,55.0,,,,,230.0,,318.0,,,157.0,157.0,,,5.0,,,,66.0,,78.0
526.0,271.0,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1283.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1284.0,324.0,278.0,55.0,,429.0,84.0,,247.0,,319.0,,,,,,,4.0,,,,66.0,,77.0
1285.0,269.0,278.0,55.0,,,,,,,538.0,,,,,,,377.0,,,,68.0,,77.0
1286.0,,278.0,,,,,,,,,,,,157.0,,,4.0,,,,,,78.0
1287.0,,278.0,55.0,,394.0,,357.0,638.0,,538.0,,,,157.0,,,4.0,,,,66.0,,77.0
484.0,327.0,127.0,55.0,,14.0,128.0,,,,52.0,,,,,,,,,,,65.0,,78.0
1288.0,273.0,127.0,55.0,,,,,,,538.0,,,,,,,,,,,65.0,,78.0
1289.0,268.0,127.0,,,,,,,,,,,,,,,380.0,,,,,,77.0
1290.0,272.0,127.0,54.0,,425.0,,,,,538.0,,,,,265.0,,,,,,63.0,,77.0
1291.0,,127.0,55.0,,,617.0,,,,538.0,,,,,,,,,,,66.0,,78.0
649.0,,127.0,54.0,,15.0,128.0,,,,52.0,,,,,,,4.0,,,,60.0,,78.0
1292.0,273.0,278.0,55.0,,,,,,,320.0,,,,,,,4.0,,,,62.0,,78.0
1293.0,,127.0,54.0,,,84.0,,,355.0,538.0,,,,170.0,,,3.0,,,84.0,,23.0,78.0
1294.0,110.0,127.0,55.0,,,128.0,,,,52.0,,,,,265.0,,5.0,,,,72.0,223.0,78.0
1295.0,271.0,126.0,54.0,,,,,,,523.0,,,,,,,5.0,,,,,,77.0
1296.0,580.0,127.0,55.0,,14.0,614.0,,,,251.0,,,,,,,3.0,,,,,222.0,78.0
1297.0,,127.0,55.0,,14.0,128.0,,,,52.0,,,,,,,,,,,70.0,,78.0
1298.0,273.0,278.0,,,,,,,,,,,,,,,,,,,,,78.0
1299.0,,278.0,55.0,84.0,,84.0,,665.0,,521.0,,,169.0,170.0,265.0,,379.0,,,,66.0,,78.0
1300.0,,127.0,54.0,84.0,15.0,128.0,,,,52.0,,,171.0,202.0,,,,,,296.0,,,78.0
1301.0,,127.0,54.0,558.0,392.0,,,642.0,,538.0,,,,,94.0,,209.0,,,,65.0,,78.0
1302.0,,127.0,55.0,84.0,,617.0,,,,538.0,,,157.0,157.0,,,,,,615.0,61.0,,78.0
1303.0,,126.0,55.0,84.0,215.0,298.0,,,,230.0,,,,,265.0,,,,,,,,77.0
1304.0,,127.0,55.0,84.0,14.0,84.0,,665.0,,,,,170.0,170.0,101.0,,,,193.0,84.0,,,78.0
1305.0,273.0,127.0,55.0,564.0,,176.0,,,,538.0,,,166.0,199.0,265.0,,,,,617.0,66.0,,78.0
1306.0,,127.0,55.0,,,84.0,,,,247.0,,,170.0,168.0,265.0,,4.0,,185.0,84.0,72.0,,78.0
1307.0,,127.0,54.0,,14.0,617.0,,538.0,,538.0,,,,,,,,,,,66.0,22.0,78.0
1308.0,267.0,278.0,55.0,84.0,,,,,,471.0,,,,,,,,,,,,,78.0
1309.0,276.0,278.0,55.0,,,,,,,237.0,,,,,,,5.0,,,,61.0,,77.0
1310.0,,278.0,55.0,,,,,,,526.0,,,,,,,378.0,,,,60.0,,78.0
1311.0,110.0,278.0,55.0,84.0,,84.0,,,,248.0,,,,,,,1.0,,,,67.0,,78.0
1312.0,575.0,127.0,55.0,,417.0,176.0,,,,538.0,,,,,265.0,,,,,,61.0,,77.0
1313.0,590.0,127.0,55.0,84.0,15.0,128.0,,,,52.0,,,,202.0,265.0,,,,,,,,78.0
1314.0,,127.0,53.0,,407.0,138.0,,151.0,,52.0,,,157.0,157.0,92.0,,3.0,,701.0,129.0,64.0,,78.0
1315.0,,278.0,55.0,,,,,,,237.0,,,,,,,5.0,,,,61.0,,77.0
1316.0,,127.0,55.0,84.0,,84.0,,,,229.0,,,,,,,5.0,,,,61.0,,78.0
1317.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1318.0,581.0,127.0,55.0,,406.0,128.0,,,,52.0,,,169.0,726.0,265.0,,2.0,,,,259.0,,78.0
1319.0,,126.0,55.0,,390.0,176.0,,151.0,,52.0,,,672.0,194.0,572.0,,,,692.0,176.0,64.0,,77.0
1320.0,,127.0,54.0,,,128.0,,,,52.0,,,,,265.0,,1.0,,,,61.0,,78.0
1321.0,,127.0,55.0,82.0,,618.0,,,,538.0,,,,,,,5.0,,,618.0,66.0,,77.0
1322.0,275.0,127.0,55.0,84.0,400.0,,,230.0,,537.0,,,,,265.0,,,,,,66.0,,78.0
1323.0,269.0,127.0,,,,,552.0,,,,,,,,,,,,,,,,78.0
1324.0,,278.0,55.0,84.0,,,,,,247.0,,,,,,,,,,,72.0,,77.0
1325.0,,,54.0,82.0,,617.0,,,,538.0,,,170.0,168.0,,,210.0,,302.0,178.0,68.0,,78.0
1326.0,584.0,278.0,,,,,,,,,,,,,,,3.0,,,,,,77.0
1327.0,,127.0,55.0,178.0,,,,,,538.0,,,,,,,,,,,62.0,,77.0
1328.0,,,,,,,,,,,,,,,,,,,,,,,78.0
1329.0,110.0,127.0,55.0,,422.0,,,,,538.0,,,,170.0,,,4.0,,,,69.0,438.0,77.0
1330.0,271.0,127.0,55.0,,392.0,617.0,,,,538.0,,,,,,,380.0,,,,65.0,,77.0
1331.0,268.0,127.0,55.0,84.0,,617.0,,,,538.0,,,,,,,,,,,65.0,,77.0
1332.0,277.0,127.0,55.0,84.0,213.0,128.0,,247.0,,52.0,,,,,,,2.0,,,,72.0,,78.0
1333.0,,127.0,55.0,,14.0,133.0,,151.0,,537.0,,,157.0,164.0,90.0,,,711.0,,619.0,255.0,,78.0
1334.0,271.0,127.0,55.0,84.0,,84.0,,647.0,,538.0,,,168.0,161.0,265.0,,4.0,,,,71.0,,78.0
1335.0,110.0,127.0,55.0,,,,,,,538.0,,,,,265.0,,,,,,69.0,,77.0
1336.0,267.0,127.0,55.0,84.0,,84.0,,,,538.0,,,,,,,7.0,,,,63.0,,77.0
1337.0,,127.0,54.0,569.0,425.0,176.0,,,,538.0,,,157.0,157.0,,,,,690.0,176.0,59.0,,78.0
1338.0,271.0,278.0,55.0,84.0,409.0,84.0,,652.0,,232.0,,,157.0,157.0,265.0,,6.0,,192.0,84.0,67.0,,78.0
1339.0,584.0,127.0,53.0,84.0,,84.0,,,,538.0,,,167.0,201.0,,,,,,,,,77.0
171.0,,127.0,55.0,,14.0,,,,,537.0,,,168.0,164.0,,,381.0,,,,69.0,,78.0
1340.0,110.0,127.0,55.0,84.0,,84.0,,,626.0,538.0,,,,,,,210.0,,,,62.0,,78.0
1341.0,591.0,127.0,55.0,84.0,408.0,,548.0,,,520.0,,,,,,,5.0,,,,69.0,,78.0
1342.0,,127.0,55.0,263.0,405.0,,110.0,,,504.0,,,,,,,5.0,,,,72.0,22.0,77.0
1343.0,273.0,127.0,55.0,84.0,395.0,,,,,232.0,,,,,265.0,,210.0,,,,62.0,22.0,78.0
1344.0,110.0,127.0,54.0,,416.0,,,628.0,622.0,538.0,,,166.0,678.0,,,2.0,,,,65.0,438.0,78.0
1345.0,,278.0,55.0,,,,,,,237.0,,,,,,,4.0,,,,,,78.0
1346.0,,127.0,55.0,,,,,,,,,,166.0,171.0,,,377.0,,193.0,,,,78.0
1347.0,,278.0,,,,,,,,,,,,,,,,,,,,,78.0
1348.0,594.0,127.0,53.0,,,,,666.0,,228.0,,,681.0,681.0,,,1.0,,,84.0,255.0,,78.0
1349.0,590.0,278.0,55.0,,215.0,129.0,,,,52.0,,,,,101.0,,209.0,,,,259.0,,78.0
1350.0,585.0,127.0,55.0,,,84.0,,,,229.0,,,,,,,4.0,,,,62.0,,78.0
1351.0,,127.0,,,,,552.0,,,,,,,,,,,,,,,,78.0
1352.0,589.0,,55.0,84.0,399.0,84.0,,,,538.0,,,,,,,,,,,69.0,,78.0
1353.0,,127.0,55.0,,,284.0,,,,52.0,,,,,,,6.0,,,,72.0,,78.0
1354.0,594.0,278.0,55.0,,14.0,84.0,,140.0,,529.0,,,,,265.0,,210.0,,,84.0,72.0,,78.0
1355.0,606.0,278.0,55.0,84.0,,84.0,,,,232.0,,,,,,,377.0,,,,60.0,,78.0
1356.0,273.0,127.0,55.0,,397.0,611.0,,,,470.0,,,,,,,,,,,66.0,222.0,78.0
1357.0,110.0,127.0,55.0,263.0,14.0,128.0,,150.0,,52.0,,,171.0,202.0,265.0,,6.0,,,686.0,69.0,21.0,78.0
1358.0,273.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1359.0,275.0,127.0,55.0,263.0,395.0,617.0,,,,538.0,,,,,,,5.0,,,,65.0,,78.0
1360.0,,127.0,55.0,,,617.0,,,,538.0,,,170.0,202.0,,,,,,,64.0,,78.0
1361.0,600.0,127.0,55.0,84.0,,617.0,,,,538.0,,,,,,,5.0,,,,69.0,,78.0
1362.0,575.0,278.0,55.0,84.0,14.0,84.0,,,,525.0,,,,157.0,265.0,,,,,,,,78.0
1363.0,,127.0,55.0,,,,,151.0,,52.0,,,675.0,308.0,101.0,,209.0,,,129.0,62.0,,78.0
1364.0,110.0,127.0,55.0,84.0,,284.0,,,,232.0,,,,,265.0,,4.0,,,,62.0,,78.0
566.0,604.0,127.0,55.0,,,128.0,,,,52.0,,,,,,,3.0,,,,,,77.0
1365.0,110.0,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1366.0,271.0,278.0,55.0,,388.0,264.0,,,,247.0,,,,157.0,,,5.0,,,,67.0,,78.0
1367.0,,127.0,55.0,,,,549.0,,,538.0,,,,332.0,,,3.0,,,,58.0,,78.0
1368.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1369.0,,127.0,55.0,,14.0,,,,,538.0,,,,,,,,,,,,,78.0
1370.0,273.0,127.0,55.0,,,84.0,,,,538.0,,,,,,,6.0,,,,65.0,,77.0
1371.0,110.0,127.0,55.0,560.0,14.0,138.0,547.0,151.0,,537.0,,,157.0,719.0,101.0,,,712.0,701.0,,62.0,,78.0
1372.0,272.0,278.0,54.0,,,,,,,44.0,,,,,,,,,,,61.0,435.0,77.0
1373.0,604.0,127.0,55.0,84.0,392.0,610.0,,638.0,627.0,533.0,,,166.0,199.0,,,,,,,64.0,,78.0
1374.0,,127.0,54.0,84.0,217.0,128.0,,,,52.0,,,,,,,,,,,60.0,22.0,78.0
1375.0,271.0,127.0,55.0,,,,,,,538.0,,,200.0,166.0,,,3.0,,185.0,,64.0,,78.0
1376.0,269.0,127.0,55.0,559.0,412.0,84.0,,,,538.0,,,,,,,,,,,66.0,,77.0
1377.0,599.0,127.0,55.0,,213.0,84.0,550.0,,,227.0,,,,,265.0,,4.0,,,,66.0,,78.0
1378.0,,127.0,55.0,,,129.0,,151.0,,52.0,,,,,,,,712.0,,,62.0,,77.0
1379.0,,278.0,55.0,,,,,,,526.0,,,,,,,4.0,,,,62.0,,78.0
1380.0,110.0,127.0,55.0,84.0,400.0,617.0,,,,538.0,,,,,,,7.0,,,,65.0,,77.0
1381.0,590.0,278.0,55.0,,,,,,,237.0,,,,,,,5.0,,,,62.0,,77.0
1382.0,599.0,127.0,55.0,,,,,,,,,,,,,,5.0,,,,,,78.0
1383.0,,127.0,55.0,,,,,,,538.0,,,,,,,,,,,66.0,,77.0
1384.0,582.0,127.0,55.0,,14.0,612.0,,,,538.0,,,,,,,,,,,62.0,,77.0
1385.0,581.0,127.0,55.0,84.0,388.0,,,637.0,,243.0,,,166.0,719.0,265.0,,209.0,,193.0,,64.0,222.0,78.0
1386.0,,127.0,,,,,,,,,,,,,,,,,,,,,78.0
1387.0,,127.0,55.0,,14.0,,,,,52.0,,,,,,,6.0,,,,69.0,22.0,78.0
1388.0,327.0,127.0,55.0,568.0,,617.0,,,355.0,538.0,,,,,265.0,,380.0,,,,65.0,,78.0
1389.0,273.0,127.0,53.0,,217.0,,548.0,,622.0,538.0,,,,,,,4.0,,,,66.0,,78.0
1390.0,273.0,127.0,55.0,84.0,392.0,84.0,,662.0,,520.0,,,164.0,310.0,265.0,,210.0,,693.0,84.0,72.0,,78.0
1391.0,268.0,127.0,55.0,562.0,420.0,617.0,546.0,,,538.0,,,157.0,157.0,,,4.0,,,,66.0,223.0,78.0
1392.0,110.0,278.0,55.0,84.0,215.0,84.0,,,,318.0,,,,,,,,,,,62.0,,78.0
1393.0,604.0,127.0,55.0,,216.0,617.0,,,,538.0,,,,,,,5.0,,,,64.0,,78.0
1394.0,,127.0,55.0,,14.0,128.0,,,,52.0,,,166.0,199.0,93.0,,,,185.0,,69.0,,77.0
1395.0,,127.0,53.0,,,,,,,,,,,,,,5.0,,,,,,77.0
1396.0,607.0,278.0,55.0,,,,,,,237.0,,,,,,,5.0,,,,61.0,,77.0
1397.0,110.0,127.0,55.0,,,128.0,,,,52.0,,,,,,,7.0,,,,63.0,,77.0
1398.0,,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1399.0,273.0,127.0,55.0,,428.0,,,,,538.0,,,,,,,5.0,,,,69.0,,78.0
1400.0,,127.0,55.0,84.0,,129.0,,52.0,,,,,157.0,200.0,,,,,,128.0,257.0,22.0,77.0
1401.0,273.0,127.0,53.0,,,,,,,,,,,157.0,,,210.0,,,,,,78.0
1402.0,272.0,127.0,55.0,84.0,,617.0,,,,538.0,,,,,,,,,,,65.0,,77.0
1403.0,,127.0,54.0,,,176.0,,,,,,,,,,,,,,,,,77.0
1404.0,580.0,278.0,55.0,,,,,,,525.0,,,,,,,5.0,,,,,,78.0
1405.0,,127.0,55.0,559.0,,176.0,,,,538.0,,,,157.0,,,,,,176.0,68.0,,77.0
1406.0,,278.0,55.0,,,,,,,314.0,,,157.0,157.0,,,,,,,,,78.0
1407.0,110.0,127.0,55.0,,416.0,134.0,,,,538.0,,,,,,,210.0,,,134.0,72.0,,78.0
1408.0,268.0,127.0,55.0,,14.0,129.0,,,,52.0,,,681.0,170.0,101.0,,5.0,,,,72.0,,78.0
1409.0,110.0,127.0,,,,,,,624.0,,,,,,,,,,,,,,78.0
1410.0,,127.0,55.0,,14.0,617.0,,,,538.0,,,,,,,,,,,71.0,222.0,78.0
1411.0,,127.0,,,,,,,,,,,,,,,,,,,,,77.0
1412.0,276.0,278.0,,,,,,,,,,,,,,,,,,,,,78.0
1413.0,273.0,278.0,55.0,,,,,,,247.0,,,,,,,4.0,,,,61.0,,77.0
