birthday,education_classes_id,education_concentration_id,education_degree_id,education_school_id,education_type,education_with_id,education_year_id,first_name,gender,hometown_id,languages_id,last_name,locale,location_id,middle_name,name,political,religion,user_id,work_employer_id,work_end_date,work_from_id,work_location_id,work_position_id,work_projects_id,work_start_date,work_with_id
209.0,,215.0,,52.0,55.0,,259.0,,78.0,,101.0,590.0,278.0,129.0,,,,,1349.0,,,,,,,,
4.0,,,,229.0,55.0,,62.0,,78.0,,,585.0,127.0,84.0,,,,,1350.0,,,,,,,,
,,399.0,,538.0,55.0,,69.0,,78.0,84.0,,589.0,,84.0,,,,,1352.0,,,,,,,,
6.0,,,,52.0,55.0,,72.0,,78.0,,,,127.0,284.0,,,,,1353.0,,,,,,,,
210.0,,14.0,,529.0,55.0,,72.0,,78.0,,265.0,594.0,278.0,84.0,,,,,1354.0,140.0,,,84.0,,,,
377.0,,,,232.0,55.0,,60.0,,78.0,84.0,,606.0,278.0,84.0,,,,,1355.0,,,,,,,,
,,397.0,222.0,470.0,55.0,,66.0,,78.0,,,273.0,127.0,611.0,,,,,1356.0,,,,,,,,
6.0,,14.0,21.0,52.0,55.0,,69.0,,78.0,263.0,265.0,110.0,127.0,128.0,,,,,1357.0,150.0,171.0,,686.0,,,202.0,
5.0,,395.0,,538.0,55.0,,65.0,,78.0,263.0,,275.0,127.0,617.0,,,,,1359.0,,,,,,,,
,,,,538.0,55.0,,64.0,,78.0,,,,127.0,617.0,,,,,1360.0,,170.0,,,,,202.0,
5.0,,,,538.0,55.0,,69.0,,78.0,84.0,,600.0,127.0,617.0,,,,,1361.0,,,,,,,,
,,14.0,,525.0,55.0,,,,78.0,84.0,265.0,575.0,278.0,84.0,,,,,1362.0,,,,,,,157.0,
209.0,,,,52.0,55.0,,62.0,,78.0,,101.0,,127.0,,,,,,1363.0,151.0,675.0,,129.0,,,308.0,
4.0,,,,232.0,55.0,,62.0,,78.0,84.0,265.0,110.0,127.0,284.0,,,,,1364.0,,,,,,,,
3.0,,,,52.0,55.0,,,,77.0,,,604.0,127.0,128.0,,,,,566.0,,,,,,,,
5.0,,388.0,,247.0,55.0,,67.0,,78.0,,,271.0,278.0,264.0,,,,,1366.0,,,,,,,157.0,
3.0,,,,538.0,55.0,,58.0,549.0,78.0,,,,127.0,,,,,,1367.0,,,,,,,332.0,
,,14.0,,538.0,55.0,,,,78.0,,,,127.0,,,,,,1369.0,,,,,,,,
6.0,,,,538.0,55.0,,65.0,,77.0,,,273.0,127.0,84.0,,,,,1370.0,,,,,,,,
,,14.0,,537.0,55.0,,62.0,547.0,78.0,560.0,101.0,110.0,127.0,138.0,,,,,1371.0,151.0,157.0,,,701.0,712.0,719.0,
,,,435.0,44.0,54.0,,61.0,,77.0,,,272.0,278.0,,,,,,1372.0,,,,,,,,
,,392.0,,533.0,55.0,,64.0,,78.0,84.0,,604.0,127.0,610.0,627.0,,,,1373.0,638.0,166.0,,,,,199.0,
,,217.0,22.0,52.0,54.0,,60.0,,78.0,84.0,,,127.0,128.0,,,,,1374.0,,,,,,,,
3.0,,,,538.0,55.0,,64.0,,78.0,,,271.0,127.0,,,,,,1375.0,,200.0,,,185.0,,166.0,
,,412.0,,538.0,55.0,,66.0,,77.0,559.0,,269.0,127.0,84.0,,,,,1376.0,,,,,,,,
4.0,,213.0,,227.0,55.0,,66.0,550.0,78.0,,265.0,599.0,127.0,84.0,,,,,1377.0,,,,,,,,
,,,,52.0,55.0,,62.0,,77.0,,,,127.0,129.0,,,,,1378.0,151.0,,,,,712.0,,
4.0,,,,526.0,55.0,,62.0,,78.0,,,,278.0,,,,,,1379.0,,,,,,,,
7.0,,400.0,,538.0,55.0,,65.0,,77.0,84.0,,110.0,127.0,617.0,,,,,1380.0,,,,,,,,
5.0,,,,237.0,55.0,,62.0,,77.0,,,590.0,278.0,,,,,,1381.0,,,,,,,,
5.0,,,,,55.0,,,,78.0,,,599.0,127.0,,,,,,1382.0,,,,,,,,
,,,,538.0,55.0,,66.0,,77.0,,,,127.0,,,,,,1383.0,,,,,,,,
,,14.0,,538.0,55.0,,62.0,,77.0,,,582.0,127.0,612.0,,,,,1384.0,,,,,,,,
209.0,,388.0,222.0,243.0,55.0,,64.0,,78.0,84.0,265.0,581.0,127.0,,,,,,1385.0,637.0,166.0,,,193.0,,719.0,
6.0,,14.0,22.0,52.0,55.0,,69.0,,78.0,,,,127.0,,,,,,1387.0,,,,,,,,
380.0,,,,538.0,55.0,,65.0,,78.0,568.0,265.0,327.0,127.0,617.0,355.0,,,,1388.0,,,,,,,,
4.0,,217.0,,538.0,53.0,,66.0,548.0,78.0,,,273.0,127.0,,622.0,,,,1389.0,,,,,,,,
210.0,,392.0,,520.0,55.0,,72.0,,78.0,84.0,265.0,273.0,127.0,84.0,,,,,1390.0,662.0,164.0,,84.0,693.0,,310.0,
4.0,,420.0,223.0,538.0,55.0,,66.0,546.0,78.0,562.0,,268.0,127.0,617.0,,,,,1391.0,,157.0,,,,,157.0,
,,215.0,,318.0,55.0,,62.0,,78.0,84.0,,110.0,278.0,84.0,,,,,1392.0,,,,,,,,
5.0,,216.0,,538.0,55.0,,64.0,,78.0,,,604.0,127.0,617.0,,,,,1393.0,,,,,,,,
,,14.0,,52.0,55.0,,69.0,,77.0,,93.0,,127.0,128.0,,,,,1394.0,,166.0,,,185.0,,199.0,
5.0,,,,,53.0,,,,77.0,,,,127.0,,,,,,1395.0,,,,,,,,
5.0,,,,237.0,55.0,,61.0,,77.0,,,607.0,278.0,,,,,,1396.0,,,,,,,,
7.0,,,,52.0,55.0,,63.0,,77.0,,,110.0,127.0,128.0,,,,,1397.0,,,,,,,,
5.0,,428.0,,538.0,55.0,,69.0,,78.0,,,273.0,127.0,,,,,,1399.0,,,,,,,,
,,,22.0,,55.0,,257.0,,77.0,84.0,,,127.0,129.0,,,,,1400.0,52.0,157.0,,128.0,,,200.0,
210.0,,,,,53.0,,,,78.0,,,273.0,127.0,,,,,,1401.0,,,,,,,157.0,
,,,,538.0,55.0,,65.0,,77.0,84.0,,272.0,127.0,617.0,,,,,1402.0,,,,,,,,
,,,,,54.0,,,,77.0,,,,127.0,176.0,,,,,1403.0,,,,,,,,
5.0,,,,525.0,55.0,,,,78.0,,,580.0,278.0,,,,,,1404.0,,,,,,,,
,,,,538.0,55.0,,68.0,,77.0,559.0,,,127.0,176.0,,,,,1405.0,,,,176.0,,,157.0,
,,,,314.0,55.0,,,,78.0,,,,278.0,,,,,,1406.0,,157.0,,,,,157.0,
210.0,,416.0,,538.0,55.0,,72.0,,78.0,,,110.0,127.0,134.0,,,,,1407.0,,,,134.0,,,,
5.0,,14.0,,52.0,55.0,,72.0,,78.0,,101.0,268.0,127.0,129.0,,,,,1408.0,,681.0,,,,,170.0,
,,,,,,,,,78.0,,,110.0,127.0,,624.0,,,,1409.0,,,,,,,,
,,14.0,222.0,538.0,55.0,,71.0,,78.0,,,,127.0,617.0,,,,,1410.0,,,,,,,,
4.0,,,,247.0,55.0,,61.0,,77.0,,,273.0,278.0,,,,,,1413.0,,,,,,,,
209.0,,,,226.0,53.0,,61.0,,78.0,,,267.0,278.0,,,,,,1415.0,,157.0,,84.0,,,678.0,
3.0,,385.0,,538.0,55.0,,,,78.0,84.0,101.0,110.0,127.0,,,,,,1416.0,,157.0,,,,,,
,,,,,55.0,,68.0,,77.0,,,588.0,127.0,,,,,,1417.0,,,,,,,157.0,
210.0,,403.0,21.0,536.0,55.0,,66.0,,78.0,,,277.0,278.0,84.0,,,,,1418.0,,,,,,,,
,,425.0,,538.0,55.0,,66.0,,78.0,,265.0,591.0,127.0,618.0,,,,,1420.0,,162.0,,84.0,699.0,,199.0,
2.0,,14.0,22.0,538.0,55.0,,72.0,,78.0,,100.0,,127.0,133.0,,,,,1421.0,140.0,,,133.0,695.0,,681.0,
,,392.0,,52.0,53.0,,60.0,,78.0,84.0,,,127.0,618.0,,,,,1422.0,,,,618.0,699.0,,310.0,
5.0,,,,506.0,55.0,,61.0,,77.0,,,,127.0,84.0,,,,,1423.0,,,,,,,,
210.0,,419.0,433.0,246.0,55.0,,72.0,,78.0,,,,127.0,138.0,,,,,1424.0,151.0,168.0,,281.0,192.0,,168.0,
,,405.0,,52.0,55.0,,72.0,,77.0,,,110.0,278.0,128.0,,,,,1425.0,,,,,,,,
4.0,,215.0,,230.0,55.0,,62.0,,78.0,,574.0,,278.0,298.0,,,,,1426.0,248.0,,,,,,,
5.0,,215.0,,52.0,55.0,540.0,72.0,,77.0,84.0,,576.0,278.0,128.0,,,,,1427.0,,,,,,,,
2.0,,14.0,,247.0,55.0,,,,78.0,84.0,,,278.0,84.0,,,,,1428.0,,,,,,,157.0,
7.0,,409.0,22.0,536.0,55.0,,72.0,,78.0,84.0,,268.0,278.0,,,,,,1429.0,,,,,,,,
210.0,,,,52.0,55.0,,63.0,,78.0,,,,,128.0,,,,,1430.0,,,,,,,,
,,416.0,438.0,538.0,55.0,,66.0,554.0,78.0,84.0,,268.0,127.0,,,,,,1431.0,,196.0,,84.0,193.0,,201.0,
4.0,,392.0,,229.0,55.0,,60.0,,78.0,,,,278.0,84.0,,,,,1432.0,,,,,,,,
,,,,475.0,55.0,,66.0,,77.0,,,,127.0,617.0,,,,,1433.0,140.0,161.0,,178.0,192.0,,679.0,
,,15.0,,522.0,55.0,,62.0,,78.0,84.0,,586.0,278.0,,,,,,1435.0,668.0,,,,,,,
3.0,,,,,,,,550.0,78.0,,,273.0,127.0,,,,,,1436.0,,,,,,,,
,,,,538.0,53.0,,69.0,,77.0,84.0,101.0,598.0,127.0,,,,,,1437.0,,,,,,,157.0,
4.0,,,,229.0,55.0,,62.0,,78.0,84.0,,110.0,278.0,,,,,,1438.0,,,,,,,,
4.0,,,,,55.0,,66.0,,78.0,,,599.0,127.0,,,,,,1439.0,,,,,,,,
5.0,,,,538.0,55.0,,69.0,,77.0,,572.0,,127.0,176.0,,,,,1440.0,538.0,162.0,,176.0,,,199.0,
,,,,,55.0,,61.0,,77.0,,,604.0,127.0,,,,,,1442.0,,157.0,,176.0,,,165.0,
378.0,,14.0,,537.0,55.0,,543.0,,78.0,84.0,265.0,267.0,127.0,619.0,,,,,1443.0,,170.0,,,691.0,,332.0,
4.0,,14.0,,524.0,55.0,,65.0,,78.0,84.0,,577.0,127.0,176.0,,,,,1444.0,640.0,167.0,,176.0,701.0,,197.0,
,,18.0,,538.0,55.0,,71.0,,77.0,82.0,573.0,,127.0,,,,,,1445.0,,157.0,,,701.0,,165.0,
,,,,52.0,54.0,,,,77.0,84.0,265.0,,127.0,128.0,,,,,1446.0,,,,,,,,
4.0,,,,526.0,55.0,,62.0,,78.0,84.0,94.0,110.0,278.0,,,,,,1448.0,,199.0,,,,,195.0,
,,,,538.0,55.0,,,,78.0,,,585.0,127.0,,,,,,1449.0,,,,,,,,
5.0,,14.0,433.0,538.0,55.0,,66.0,,78.0,,92.0,,127.0,,,,,,1450.0,,162.0,,617.0,,,,
,,,,229.0,55.0,,,,77.0,264.0,,268.0,278.0,264.0,,,,,1451.0,,,,,,,,
,,14.0,223.0,249.0,54.0,,254.0,,78.0,,,,127.0,129.0,,,,,1452.0,151.0,157.0,,,,703.0,157.0,
,,390.0,,498.0,55.0,,69.0,,78.0,84.0,265.0,110.0,278.0,609.0,,,,,1453.0,,,,,,,,
5.0,,,,237.0,55.0,,61.0,,78.0,,,606.0,278.0,84.0,,,,,1454.0,,,,,,,,
6.0,,,,538.0,55.0,,65.0,,78.0,,265.0,273.0,127.0,617.0,,,,,1456.0,,,,,,,,
,,,,538.0,55.0,,65.0,,77.0,84.0,,586.0,127.0,617.0,,,,,1457.0,,,,,,,,
,,,,538.0,55.0,,65.0,,77.0,,92.0,,127.0,176.0,,,,,1458.0,,,,,,,,
5.0,,,,237.0,55.0,,,,78.0,84.0,,110.0,278.0,298.0,,,,,1459.0,230.0,,,,,,,
5.0,,14.0,,538.0,55.0,,61.0,548.0,78.0,,,604.0,127.0,,,,,,1460.0,,,,,,,,
4.0,,,,237.0,55.0,,61.0,,78.0,,92.0,275.0,127.0,619.0,,,,,1462.0,,,,,,,,
,,,,538.0,53.0,,59.0,,77.0,,265.0,110.0,127.0,,,,,,1463.0,,,,,,,157.0,
5.0,,,,52.0,55.0,,72.0,,77.0,,,110.0,127.0,,,,,,1464.0,,,,,,,,
5.0,,14.0,22.0,538.0,55.0,,69.0,,78.0,,92.0,,127.0,,,,,,1465.0,,166.0,,133.0,189.0,,164.0,
382.0,,426.0,437.0,538.0,55.0,,68.0,551.0,78.0,560.0,265.0,110.0,127.0,,,,,,1467.0,,164.0,,,185.0,,,
209.0,,15.0,,52.0,55.0,,64.0,,78.0,,92.0,,127.0,,,,,,1468.0,52.0,157.0,,129.0,700.0,,715.0,
209.0,,14.0,,497.0,55.0,,259.0,,78.0,84.0,265.0,591.0,127.0,134.0,,,,,1469.0,659.0,678.0,682.0,134.0,701.0,710.0,203.0,
,,,,538.0,55.0,,68.0,,78.0,84.0,265.0,,127.0,176.0,,,,,1470.0,,167.0,,,,,166.0,
4.0,,,,538.0,55.0,,69.0,,78.0,,,110.0,127.0,,,,,,1471.0,,,,,,,,
5.0,,15.0,22.0,240.0,55.0,,66.0,,78.0,84.0,265.0,273.0,127.0,284.0,,,,,1473.0,248.0,162.0,,,691.0,,168.0,
,,,,,55.0,,,,77.0,,,110.0,278.0,84.0,,,,,1474.0,,,,,,,,
5.0,,215.0,,230.0,55.0,,66.0,,77.0,84.0,,584.0,278.0,,,,,,1475.0,,,,,,,,
,,14.0,,538.0,55.0,,65.0,,77.0,,,,127.0,617.0,,,,,1476.0,,170.0,,176.0,,,202.0,
,,,,538.0,53.0,,66.0,,77.0,,,,127.0,,,,,,1477.0,,,,,,,,
2.0,,,434.0,228.0,55.0,,66.0,,77.0,84.0,,596.0,127.0,,,,,,1478.0,,,,,,,,
5.0,,,,237.0,55.0,,62.0,,78.0,84.0,,275.0,278.0,620.0,,,,,1479.0,,,,,,,,
,,,,538.0,53.0,,72.0,,78.0,565.0,,,127.0,,,,,,1480.0,,,,,,,,
,,14.0,223.0,52.0,55.0,,257.0,,78.0,,,,127.0,128.0,,,,,428.0,52.0,294.0,,296.0,183.0,,310.0,
6.0,,410.0,,,55.0,,,,78.0,,265.0,,278.0,,,,,,1481.0,,,,,,,,
0.0,,,,250.0,53.0,,257.0,,78.0,,,277.0,127.0,,,,,,1482.0,140.0,,,,,,,
,,,,538.0,55.0,,65.0,,77.0,,,275.0,127.0,,,,,,1483.0,,,,,,,,
4.0,,429.0,,538.0,55.0,,61.0,,78.0,,,273.0,127.0,,,,,,1484.0,,,,,,,,
4.0,,408.0,313.0,538.0,55.0,,66.0,,77.0,564.0,,,127.0,176.0,,,,,1485.0,,,,,,,,
6.0,,14.0,22.0,52.0,55.0,,72.0,,78.0,,,,127.0,128.0,,,,,1486.0,,,,,185.0,,,
,,427.0,,52.0,55.0,,65.0,,77.0,84.0,,110.0,127.0,128.0,,,,,1487.0,,157.0,,,,,724.0,
6.0,,408.0,,538.0,55.0,,65.0,,77.0,84.0,265.0,110.0,127.0,617.0,,,,,1488.0,,170.0,,84.0,691.0,,202.0,
6.0,,,,526.0,55.0,,64.0,,77.0,,,590.0,278.0,84.0,,,,,1489.0,,,,,,,,
377.0,,,,319.0,55.0,,66.0,,78.0,561.0,,272.0,278.0,,,,,,1490.0,,,,,,,,
,,401.0,,538.0,55.0,,66.0,,78.0,84.0,265.0,273.0,127.0,84.0,,,,,1491.0,,166.0,,176.0,,,164.0,
4.0,,,313.0,319.0,55.0,,72.0,,77.0,84.0,,274.0,278.0,,,,,,1492.0,,,,,,,,
,,,,538.0,55.0,,,,78.0,,,,127.0,617.0,,,,,1494.0,538.0,,,,,,,
5.0,,,,318.0,55.0,,62.0,,77.0,264.0,,606.0,278.0,264.0,,,,,1495.0,,,,,,,,
209.0,,14.0,313.0,536.0,55.0,,64.0,,78.0,84.0,265.0,594.0,127.0,84.0,,,,,1496.0,657.0,199.0,,,,,,
5.0,,386.0,,527.0,55.0,,72.0,,77.0,298.0,,584.0,127.0,134.0,,,,,1497.0,,199.0,,,193.0,,724.0,
,,,,,54.0,,64.0,,77.0,,,,127.0,617.0,,,,,1498.0,538.0,,,,,,,
4.0,,,,478.0,55.0,,66.0,,78.0,567.0,,,127.0,,,,,,1499.0,,,,,,,,
377.0,,,,240.0,55.0,,60.0,,78.0,,92.0,577.0,278.0,,,,,,1500.0,660.0,,,,,,,
,,,,538.0,55.0,,69.0,,78.0,,265.0,,127.0,176.0,,,,,1501.0,,166.0,,176.0,,,202.0,
6.0,,,,248.0,55.0,,,,78.0,84.0,,324.0,278.0,,,,,,1502.0,,,,,,,,
6.0,,418.0,,237.0,55.0,,64.0,,78.0,,265.0,581.0,278.0,84.0,,,,,1503.0,,,,,,,,
210.0,,,,247.0,55.0,,259.0,,78.0,84.0,265.0,273.0,278.0,84.0,,,,,1504.0,671.0,,,264.0,,,196.0,
1.0,,,,525.0,55.0,,64.0,,78.0,,,,278.0,84.0,,,,,1507.0,,168.0,,,184.0,,722.0,
5.0,,,,,,,,,77.0,,,607.0,278.0,,,,,,1508.0,,,,,,,,
5.0,,,,538.0,53.0,,66.0,,77.0,,,268.0,127.0,,,,,,1509.0,,,,,,,,
,,,435.0,,54.0,,66.0,,77.0,,,580.0,278.0,,,,,,1510.0,,,,,,,,
,,14.0,,538.0,54.0,,,,77.0,,,602.0,127.0,,,,,,1511.0,538.0,,,,,,,
,,,,52.0,55.0,,259.0,,78.0,,,,127.0,128.0,,,,,1512.0,,,,,,,,
,,18.0,,538.0,55.0,,,,78.0,,,110.0,127.0,,,,,,1513.0,538.0,,,,,,,
1.0,,,,,,,,,78.0,,,267.0,278.0,129.0,,,,,1514.0,,,,,,,,
5.0,,,,248.0,55.0,540.0,,,77.0,84.0,265.0,273.0,278.0,,,,,,1515.0,,,,,,,,
5.0,,,,538.0,53.0,,,,78.0,,,273.0,127.0,,,,,,1516.0,,,,,,,,
,,428.0,,538.0,55.0,,65.0,549.0,78.0,84.0,101.0,110.0,127.0,84.0,,,,,1517.0,,157.0,,84.0,,,157.0,
,,396.0,,229.0,55.0,,257.0,,78.0,84.0,,,278.0,84.0,,,,,596.0,637.0,161.0,,84.0,,,162.0,
,,14.0,438.0,538.0,54.0,,,555.0,77.0,,,,127.0,176.0,,,,,1518.0,642.0,,,,,,,
210.0,,392.0,,538.0,53.0,,,,78.0,84.0,,268.0,127.0,617.0,,,,,1520.0,,,,,,,,
,,,,446.0,55.0,,72.0,,77.0,82.0,,,127.0,,,,,,1521.0,,,,,,,,
,,,,,,,,357.0,77.0,,,267.0,127.0,,,,,,1523.0,,,,,,,,
,,,,538.0,55.0,,,,,,,277.0,127.0,,,,,,1524.0,,,,176.0,,,,
4.0,,,,240.0,55.0,,,,78.0,,,267.0,127.0,,,,,,1525.0,,,,,,,,
210.0,,429.0,,538.0,55.0,,66.0,547.0,78.0,,265.0,273.0,127.0,617.0,,,,,1528.0,538.0,166.0,,617.0,,,,
210.0,,14.0,22.0,234.0,55.0,,259.0,,78.0,,,273.0,127.0,611.0,,,,,1529.0,,,,129.0,193.0,,202.0,
5.0,,,,538.0,55.0,,69.0,,77.0,,,273.0,127.0,,,,,,1530.0,,,,,,,,
,,14.0,23.0,537.0,55.0,,66.0,,78.0,,265.0,,127.0,619.0,,,,,1531.0,664.0,164.0,,619.0,,,166.0,
210.0,,391.0,,538.0,55.0,,66.0,,77.0,84.0,,273.0,127.0,84.0,,,,,1532.0,,,,,,,,
1.0,,,,,,,,,78.0,,92.0,,127.0,138.0,,,,,1533.0,,,,,,,,
,,,,538.0,55.0,,69.0,,78.0,,,,127.0,,,,,,1535.0,,,,,,,,
7.0,,,,52.0,55.0,,65.0,,78.0,84.0,101.0,275.0,127.0,128.0,,,,,1536.0,151.0,171.0,,129.0,,,202.0,
,,,,538.0,54.0,,66.0,,77.0,,97.0,,127.0,617.0,,,,,1537.0,,,,,,,,
,,,,483.0,53.0,,66.0,,78.0,,,271.0,,,,,,,1538.0,,,,,,,,
,,426.0,,538.0,55.0,,62.0,547.0,78.0,,,110.0,127.0,,,,,,1539.0,,,,,,,,
,,,,235.0,55.0,,58.0,,78.0,,,275.0,278.0,,,,,,1541.0,671.0,,,,,,,
210.0,,423.0,223.0,52.0,55.0,,72.0,,77.0,,265.0,273.0,278.0,128.0,,,,,641.0,52.0,,,,,,171.0,
7.0,,,,538.0,55.0,,63.0,,78.0,,,110.0,278.0,,,,,,1542.0,,,,,,,170.0,
,,,,52.0,54.0,,64.0,,78.0,84.0,,275.0,127.0,129.0,,,,,1543.0,,,,,,,,
4.0,,,,538.0,55.0,,66.0,546.0,78.0,,,271.0,127.0,,,,,,1544.0,,,,,,,,
,,427.0,223.0,52.0,55.0,,72.0,,78.0,84.0,,594.0,127.0,128.0,,,,,1545.0,,,,84.0,695.0,,719.0,
4.0,,,,,55.0,,68.0,,78.0,,,273.0,127.0,,,,,,1546.0,,,,,,,,
5.0,,417.0,,538.0,55.0,,63.0,,78.0,84.0,,590.0,127.0,,,,,,1547.0,,,,,,,,
209.0,,407.0,,52.0,55.0,,62.0,,78.0,,,,127.0,138.0,,,,,1548.0,151.0,157.0,,129.0,,709.0,375.0,
,,403.0,223.0,52.0,55.0,,67.0,,78.0,84.0,265.0,599.0,278.0,128.0,,,,,1549.0,52.0,680.0,,84.0,700.0,,171.0,727.0
5.0,,,,530.0,55.0,,61.0,,77.0,,,,278.0,84.0,,,,,1550.0,,,,,,,,
5.0,,422.0,,538.0,55.0,,72.0,,77.0,562.0,,576.0,127.0,617.0,,,,,1551.0,,158.0,,617.0,193.0,,169.0,
7.0,,14.0,,538.0,55.0,,65.0,,77.0,567.0,,594.0,127.0,617.0,,,,,1552.0,150.0,162.0,,617.0,,,168.0,
2.0,,14.0,22.0,538.0,55.0,,259.0,,78.0,84.0,,275.0,127.0,617.0,,,,,1553.0,,199.0,,,184.0,,157.0,
4.0,,417.0,,538.0,55.0,,,,78.0,84.0,265.0,275.0,127.0,84.0,627.0,,,,1554.0,645.0,,,84.0,691.0,,,
5.0,,,,,55.0,,69.0,,77.0,,,273.0,127.0,84.0,,,,,1556.0,,,,,,,157.0,
,,425.0,,538.0,55.0,,62.0,,78.0,84.0,,,127.0,617.0,,,,,1557.0,,170.0,,,,,202.0,
,,408.0,,538.0,55.0,,61.0,,78.0,,,,127.0,617.0,,,,,1558.0,538.0,,,617.0,,,723.0,
5.0,,217.0,,538.0,53.0,,66.0,,77.0,,,273.0,127.0,,623.0,,,,1559.0,,,,,,,,
,,14.0,22.0,538.0,55.0,,66.0,,78.0,,,602.0,127.0,284.0,,,,,1561.0,,,,,,,,
5.0,,,,534.0,55.0,,66.0,,78.0,84.0,,273.0,127.0,,,,,,1562.0,631.0,162.0,,,,,165.0,
,,408.0,,538.0,55.0,,66.0,,77.0,84.0,,275.0,127.0,,,,,,1563.0,,,,,,,,
5.0,,,,538.0,55.0,,66.0,,78.0,,,,127.0,,,,,,1564.0,,162.0,,685.0,,,166.0,
3.0,,218.0,21.0,52.0,55.0,,72.0,,78.0,561.0,,590.0,127.0,128.0,,,,,1565.0,,157.0,,,185.0,,157.0,
,,396.0,23.0,445.0,55.0,,63.0,,77.0,84.0,,589.0,127.0,134.0,,,,,1566.0,642.0,170.0,,84.0,,,726.0,
,,14.0,22.0,538.0,54.0,,69.0,,77.0,,,595.0,127.0,,,,,,1567.0,140.0,676.0,,,193.0,,308.0,
2.0,,14.0,23.0,52.0,55.0,,259.0,,77.0,,92.0,,127.0,129.0,,,,,1568.0,151.0,672.0,,177.0,192.0,708.0,194.0,
,,,,,54.0,,,,78.0,,,110.0,278.0,,,,,,1569.0,,,,,,,,
4.0,,14.0,,538.0,55.0,,63.0,,78.0,84.0,101.0,275.0,127.0,617.0,,,,,1570.0,,,,,,,,
,,,,538.0,55.0,,72.0,,78.0,,,268.0,278.0,84.0,,,,,1571.0,643.0,162.0,,84.0,193.0,,202.0,
2.0,,,,538.0,55.0,,71.0,,78.0,,,273.0,127.0,612.0,,,,,1572.0,,157.0,,,,,157.0,
4.0,,217.0,,495.0,55.0,,68.0,,78.0,84.0,,275.0,127.0,,624.0,,,,1573.0,,157.0,,,,,720.0,
,,14.0,,52.0,54.0,,,,78.0,84.0,574.0,590.0,127.0,128.0,,,,,1574.0,,157.0,,84.0,184.0,,157.0,
,,216.0,,451.0,55.0,,65.0,,78.0,,,110.0,127.0,609.0,,,,,1575.0,451.0,,,,,,310.0,
4.0,,,,237.0,55.0,,62.0,,77.0,,,269.0,278.0,,,,,,1576.0,,157.0,,,,,157.0,
,,392.0,22.0,538.0,55.0,,69.0,,78.0,,,,127.0,617.0,,,,,1577.0,,,,,,,,
4.0,,,,237.0,55.0,,72.0,,78.0,84.0,,,278.0,,,,,,1578.0,,,,,,,,
,,,,538.0,55.0,,63.0,,77.0,84.0,,268.0,127.0,617.0,,,,,1580.0,,,,,,,,
6.0,,,,519.0,55.0,,61.0,,78.0,264.0,,607.0,278.0,264.0,,,,,1582.0,,,,,,,,
4.0,,,,320.0,55.0,,62.0,,78.0,,,606.0,278.0,,,,,,1583.0,,,,,,,,
382.0,,426.0,,538.0,55.0,,68.0,325.0,78.0,84.0,,576.0,127.0,84.0,554.0,,,,1584.0,,,,,,,,
,,392.0,,538.0,55.0,,68.0,,77.0,,,,127.0,134.0,,,,,1585.0,,,,,,,,
,,,,510.0,55.0,,,,77.0,,,,278.0,,,,,,1586.0,,,,,,,,
4.0,,,,536.0,55.0,,62.0,,78.0,264.0,,,278.0,620.0,,,,,1587.0,,,,,,,,
2.0,,,,538.0,54.0,,64.0,,78.0,,101.0,,127.0,133.0,,,,,1588.0,538.0,,,,,,,
5.0,,392.0,,538.0,55.0,,66.0,,77.0,84.0,265.0,,127.0,84.0,,,,,1589.0,,,,,,,,
4.0,,,,237.0,55.0,,71.0,,78.0,,,110.0,127.0,84.0,,,,,1591.0,,,,,,,199.0,
4.0,,,,226.0,54.0,,72.0,,77.0,84.0,,268.0,127.0,84.0,,,,,1592.0,,,,,,,,
6.0,,,,538.0,55.0,,69.0,,77.0,,,,127.0,,,,,,1594.0,,,,,,,,
,,,,229.0,55.0,,66.0,,77.0,84.0,574.0,110.0,278.0,84.0,,,,,1595.0,,,,,,,,
4.0,,,,531.0,55.0,,62.0,,78.0,,,600.0,278.0,,,,,,1596.0,230.0,157.0,,,,,157.0,
6.0,,,,538.0,55.0,,63.0,554.0,77.0,84.0,,324.0,127.0,617.0,,,,,1598.0,,,,,,,,
1.0,,217.0,22.0,496.0,54.0,,,,78.0,84.0,,273.0,127.0,134.0,,,,,1599.0,,,,,,,,
210.0,,417.0,432.0,538.0,55.0,,69.0,,78.0,,,,127.0,84.0,,,,,1600.0,,160.0,,,,,307.0,
,,,,52.0,54.0,,59.0,,78.0,,,,127.0,,,,,,1602.0,,,,,,,,
,,,,52.0,55.0,,257.0,,78.0,,,270.0,127.0,128.0,,,,,538.0,52.0,,,,,,,
,,392.0,,538.0,55.0,,61.0,,78.0,263.0,,584.0,127.0,,,,,,1603.0,,,,,,,,
,,,,475.0,55.0,,,,78.0,84.0,,110.0,127.0,,,,,,1604.0,,,,,,,,
,,,,538.0,55.0,,65.0,357.0,77.0,,,110.0,127.0,617.0,,,,,1605.0,,,,,,,,
209.0,,393.0,,489.0,55.0,,259.0,,78.0,,,275.0,127.0,,,,,,1606.0,,,,,,,,
5.0,,,,538.0,55.0,,61.0,,78.0,,,275.0,127.0,,,,,,1608.0,,,,,,,721.0,
210.0,,15.0,433.0,538.0,55.0,,66.0,,78.0,,,274.0,127.0,617.0,,,,,1609.0,630.0,157.0,,,,,157.0,
