x1,x2
1551,1389
930,580
916,1879
1322,1115
1597,1028
1346,982
1603,1712
1288,1117
1104,1680
1303,1786
1185,1589
1636,1820
1379,1786
1833,967
1816,1172
1456,983
1343,1268
1076,1124
1079,1736
1669,1662
1730,1557
1786,1894
1906,1504
1465,1483
1714,1902
1714,1559
1361,1547
1006,1390
1730,1765
1779,1003
1406,942
1649,1459
1677,606
1231,1322
1334,995
1817,1858
1568,1137
1388,1730
906,1620
1663,1902
1663,1184
1652,1888
1659,967
1810,1156
1659,1124
1741,1377
1567,1866
994,1584
1582,1309
1833,1456
1399,1612
1827,1402
1290,1613
1380,1789
1845,1843
1148,1192
1126,1821
1402,1609
1117,1389
1709,1221
1475,1019
1799,1390
1431,1737
1334,1467
1522,1553
1836,1799
1040,1571
1751,1014
1086,1117
517,538
1557,1029
1447,1222
953,1722
1047,1768
1400,363
1267,1483
1879,1288
1796,1800
904,171
1376,1752
1048,1467
1243,1721
1888,1675
1789,1132
1181,1793
1406,1099
1132,1874
978,1707
1813,1420
1387,1726
1659,1730
1723,1447
1661,1595
1764,1129
1152,1807
1757,1621
953,1483
1222,1245
1868,1280
1494,1803
1663,1420
1281,1742
1222,1702
1164,1600
1540,1689
1698,1360
1750,1184
483,1751
1449,960
1390,1488
1268,1531
1699,1472
1721,1185
1891,1683
1635,1899
1396,898
1689,1198
1299,1727
1604,1609
1588,1360
538,606
1370,1456
946,1530
1799,1250
1663,1164
982,1331
1154,939
1301,1369
1620,1522
1258,924
1895,963
1617,1663
1282,1824
1827,1771
947,1617
1033,1567
1483,1816
1642,1476
1322,902
1604,1707
1333,938
1309,1277
983,1211
1323,1330
1909,1150
1047,1352
1689,1902
1816,906
930,1425
1109,1296
1185,1377
1467,1135
1826,1782
1132,1665
1141,1703
957,1345
1717,1209
1803,1187
1123,1175
1686,1225
925,1180
1229,1261
1827,1791
1114,1320
1849,1833
1242,1367
1483,1256
1431,1845
1662,1804
1746,1020
1708,1325
1730,1352
1849,1668
1827,967
1781,1529
1765,1782
1823,993
353,1574
376,1343
1589,1722
414,649
1222,1881
1551,1156
1701,991
1839,1467
363,1536
1509,1214
1049,1116
936,1122
1539,1173
997,1361
1345,1611
1358,1631
1688,1597
376,1357
389,1037
1341,1335
1230,1584
651,1169
982,1604
1717,1570
1428,1041
1287,1028
1288,1447
1467,991
927,1185
1375,1746
1305,1132
1434,1585
999,1714
993,1721
1525,1366
944,1536
1230,1376
1789,1867
1661,1893
1345,1438
1446,1744
1304,985
1620,1877
1358,1574
1652,1250
389,1385
1864,1688
1312,1768
1104,1166
1796,1242
1628,1691
1369,1317
1795,1344
1827,1377
1409,1280
927,947
1893,1427
1530,1563
1181,1603
1720,1298
1568,1548
1048,1717
1668,1431
953,1117
1629,1216
1420,1580
1352,1621
1514,1237
1789,1340
1638,1396
1547,1361
1823,1401
1161,1618
1888,1637
1853,1025
1839,1079
1730,1842
1018,1282
1610,1238
957,1066
1243,1861
1553,1806
1447,1163
1335,1267
1556,1101
1898,1156
994,1658
1190,1227
1847,1226
1725,1228
1554,1026
1819,1126
1810,1416
1358,1425
1580,1029
1132,1597
1703,1473
1717,1076
1127,1640
1315,1192
1886,1612
1232,1333
952,1730
1816,966
1687,1615
1557,1793
1171,1058
1531,1620
1816,1522
1844,1801
1112,925
1665,1458
1271,1605
1689,1149
1368,1254
1619,1039
1104,1655
1783,483
968,1584
1807,1338
1451,1099
1613,916
1790,1616
1516,1287
1067,1426
1323,1637
1390,934
1004,1879
1800,1584
1416,999
1479,637
1757,1768
1377,1255
980,1048
1059,1754
1791,1185
1435,1819
1333,1733
1048,1669
1604,1571
1774,1662
1221,1709
1872,1277
903,1568
1080,1318
1185,1827
1067,1448
1331,1652
1217,905
903,1118
1557,1269
961,1038
1361,1718
1320,1318
1124,1485
1583,1404
1104,1715
1645,1767
1698,1307
1667,1624
1082,1899
1798,1880
1522,1712
1376,1393
960,1078
997,1163
1371,1137
1716,1279
1339,1185
1691,1204
1447,1902
1835,1551
1435,1217
981,1438
1768,934
1494,1593
1017,1078
1587,1857
1173,1888
1470,1535
1839,1849
1570,925
1373,898
1123,1107
1694,1212
1509,1195
917,1032
983,1839
1305,1730
1888,1128
1827,1185
1352,1017
941,1454
1429,483
1407,1528
1902,1219
980,1613
1290,1669
1364,1540
1001,905
1630,1525
1730,1128
1542,1001
1483,1741
1563,1839
1068,1488
1593,1784
1609,1269
994,1258
1702,1341
1909,1663
1344,1278
1242,1752
1516,1819
1688,1340
1682,1015
1617,1799
1689,1867
1195,1765
1472,1699
962,1210
1390,1833
1603,1622
1734,1164
1820,1587
993,934
1076,1736
1245,1451
1577,1361
1507,1226
1609,1768
1826,1302
962,1234
1217,1052
978,1768
1447,1288
1516,1823
1609,1864
1156,1632
978,1389
1833,1272
1483,1551
1675,1509
1447,960
1738,1531
1717,1288
1211,1810
1117,1488
946,1752
1663,1793
1078,1707
1015,1229
1283,1911
1584,1287
1888,1683
1468,938
1713,1676
1198,1017
1723,1370
1327,1321
917,1569
1645,1881
1765,1059
1376,1632
1497,1064
1255,1626
977,1189
1449,1863
1793,1125
1612,1398
1770,1507
1453,931
1536,1876
1118,938
1827,1683
1184,1520
1545,1190
1744,363
1382,1508
1335,1557
1334,1255
1231,1021
1283,1161
580,1349
1374,1616
1584,1807
1621,1076
1506,484
1589,1891
1659,1557
1352,1431
1835,1669
1222,1584
1436,637
1190,1082
976,483
1317,1140
1004,1721
1388,1736
1795,1003
1409,1563
1623,1736
917,1751
1792,1666
1238,1487
1875,1751
1416,1796
1227,954
1800,1559
1296,1418
1519,1535
1584,947
959,1078
1789,1024
1153,1589
1188,1141
1548,1452
1497,1599
1251,1174
1688,1816
1450,1726
1636,1426
1059,1290
1307,1555
1447,1255
1294,1113
1868,1809
1456,1879
1390,1059
1250,1839
1392,896
946,1563
1786,1872
1523,1877
1403,1016
1597,1399
1416,1491
1318,1122
1327,1352
1816,1059
1413,1036
1167,1472
1612,1662
1003,1523
1613,1752
1125,1554
1256,1868
1498,1483
1523,916
925,1559
940,1221
1366,1355
1825,1555
1478,1372
1707,952
1612,1675
1520,1173
1289,1352
1541,1189
1742,1871
924,1549
1668,1604
1352,1622
1132,1612
637,1001
1156,1891
1359,1078
1610,997
1647,1841
1175,1291
1793,1619
1153,1522
1391,1367
1015,1857
1610,1898
1201,1124
1613,1491
1322,1903
1079,1126
1707,934
1222,1323
1139,1504
1447,1076
1622,1827
1513,1003
925,1524
1596,1100
1185,1835
1688,1329
1245,1871
1838,929
1670,1765
1343,1807
1260,1686
896,1215
1809,1003
1621,1721
1848,1824
1556,1449
1189,1709
1709,1275
953,1730
1547,1898
1314,606
1197,1196
906,1344
1376,993
1765,1639
1291,1813
1668,1351
1849,1589
1142,1766
1598,1795
1131,944
1128,566
1742,1081
1352,1367
1606,353
1066,1009
1367,1746
1318,1237
1495,1715
1469,1904
1497,1356
1529,1482
1857,1014
1101,947
1195,1554
1361,1440
1554,1420
1184,1003
1820,1099
1107,1039
1277,1019
1605,1173
1877,1049
1712,1707
1348,1415
1302,946
921,993
1768,1267
1079,1267
1636,1786
1576,1060
1067,1284
1160,1330
1367,1584
1611,1279
1348,389
913,1135
1068,1457
1612,1287
1603,1752
1247,914
1282,1396
353,1475
1020,917
348,483
1906,1139
1048,1049
1495,483
1388,1580
993,1110
1400,1512
1425,363
1754,1110
1687,1719
1600,1609
1390,1741
1741,1685
1827,1491
1416,1528
1280,1402
1559,1663
1232,1601
1074,1849
1467,1746
1688,1620
1112,1416
1475,1347
1496,1348
1741,1370
1523,1723
1598,1380
1232,1593
1478,1342
1881,1377
1739,1041
1222,1074
1800,1006
947,1135
1182,1171
1242,1589
1859,1148
1623,1612
1768,1563
1124,1334
1207,1571
1707,1789
1818,1247
1112,1600
1869,1469
1730,1632
916,1571
1412,941
1373,1020
1554,1181
1359,1669
1377,1156
1112,1789
1621,1184
1231,1583
1695,1773
982,1754
1113,948
1891,1520
966,1130
1551,1689
1652,1547
1399,1184
1181,1867
1839,1380
1733,1137
1613,1643
1380,1388
1329,1551
1883,1590
1643,1735
1906,1815
1332,1080
1536,1504
1230,1048
1416,1255
1113,637
389,1259
1153,1652
1185,1617
1427,1358
1859,1082
1222,1717
1622,1563
1809,1391
946,1516
1376,1026
1704,1429
1181,1289
1620,913
1823,1799
1170,1273
1379,1067
1201,1132
1523,1572
1496,1745
1804,1017
1339,1707
1673,1300
1017,1287
993,1772
1715,1322
1280,953
1842,1491
376,526
1717,1075
1809,1125
1104,1235
1198,1344
1542,1184
1352,1323
1610,1123
1805,1722
1707,1520
1248,1114
1612,925
1340,1572
1898,982
1909,1817
1804,1623
1070,1686
959,1107
1331,1199
1408,483
1458,1361
1359,1605
964,1672
1184,1124
1863,1305
1799,1782
1205,932
1110,1600
1238,959
1014,1661
1583,1841
1370,1826
1156,932
1399,1467
1418,1128
1367,1730
1090,1127
1271,1559
651,414
1235,1204
1291,993
934,1026
971,984
1081,1515
1610,1804
1582,483
1752,1724
1132,1863
1352,1612
1596,1115
1148,1104
1207,1619
1800,1516
1623,1621
1559,1580
1449,1663
1184,1793
1484,1003
1888,1643
1306,1070
1184,1849
1794,1881
1156,1520
1507,1106
1554,1205
1675,1714
1024,1898
1518,1161
1195,1603
1470,1663
1132,1898
1314,1895
1741,1470
1714,1329
1327,1110
1199,1146
1267,1184
1737,1714
1390,1589
1868,1610
1554,1047
1752,1250
1192,1015
1357,1767
980,1584
1001,1422
1132,1185
1334,1730
1329,1827
1620,1173
1198,1721
1155,1026
1361,1390
1338,1725
1530,1352
1616,1122
1675,934
1101,1637
1532,1623
1800,1522
1809,1584
1491,947
1004,1603
1563,1861
1398,1437
1617,1211
1172,1153
1772,1665
1352,1868
1086,1185
1376,1563
960,1827
1557,1724
1267,1078
1772,1849
1066,1504
1545,1400
1752,1375
1835,1653
1747,1837
1744,1113
1644,1198
1735,1391
1260,1304
1278,1101
1622,980
1059,1737
1307,1033
1389,953
1652,1017
1376,1182
1743,1478
1617,1017
1500,1159
1484,1800
1830,1745
1714,1888
1417,896
1607,1664
1059,1185
1842,1431
1302,1199
1331,1185
1017,1198
1903,1345
1192,1578
1056,1811
1791,1361
1074,1191
1669,1516
914,915
1846,1369
1719,1825
1335,1291
1322,1423
1104,1691
1448,1691
1849,1480
1322,1292
1238,1199
1256,1006
1871,1170
1556,1789
1312,1361
1459,1102
1339,1293
1599,1814
1635,1009
1612,1370
1256,1068
1261,1382
1269,1735
1411,1283
1509,1269
1109,1469
1381,1720
1231,1082
1518,1038
1078,1669
1539,1079
1786,1502
1746,993
1673,420
1381,1009
1358,1695
1067,1345
1327,1800
1591,1448
1305,1255
1102,1382
1347,1893
1685,1835
924,1906
1437,1230
1356,1064
1333,1319
1336,1456
1185,1659
1291,1516
1086,1604
1440,1437
1574,1744
1884,1903
1675,1497
1015,1899
1718,1769
1628,1322
1723,1329
1036,1227
1536,924
1467,1805
1563,1590
1623,1416
1826,1610
1570,1643
917,1014
1322,1036
1288,1024
1250,1793
1189,1482
1361,1092
1484,1754
1611,483
1018,1578
1130,922
1635,1277
921,1535
1344,1570
1181,1800
1542,1816
912,1536
1517,1447
1570,1312
1610,1076
1843,932
1352,1201
1864,1078
1522,1547
1329,897
1689,1842
1846,991
970,1511
1156,1456
897,1058
1603,1059
1365,1842
1893,1020
1733,1568
1171,1387
1706,1591
1897,1885
1376,1334
1589,1835
1035,1296
1630,1246
1104,1148
1761,1529
1835,1352
1827,1597
916,1288
1268,1876
1029,1856
1149,1799
953,1590
1299,1500
1757,1184
1833,1132
1549,1070
1796,1612
1271,1331
1415,1469
1238,1214
1813,1280
1048,1110
1613,1663
1746,1589
1014,1473
1127,1134
1551,1341
1539,1752
1230,1290
1800,1184
1871,1848
1628,1426
1391,1285
1146,1800
1491,1272
1271,1898
1132,1833
1444,1435
941,984
966,1707
922,1805
1842,1723
1509,1173
983,1063
1867,1344
1827,1175
1722,1205
1619,1101
1868,1388
907,1734
1250,952
1066,1245
1092,1761
1587,1231
1085,1866
1162,1831
1584,1028
1692,1357
1613,1528
1181,1554
1479,975
1483,1160
925,1112
1513,1779
1746,916
1181,1888
1794,1436
1006,1069
1377,1359
1423,1903
941,1281
1185,1685
1818,1885
1282,1309
1809,1006
1358,1142
1804,934
1347,1192
1792,1450
1570,1376
1482,1011
1149,1735
1845,982
946,1757
1244,1090
1280,1352
1482,1338
1700,1617
963,1363
1707,1598
1470,1509
1403,1177
1820,1495
1293,1613
1117,1535
1903,1462
1614,1612
1196,1774
1312,1613
1390,1380
1277,1190
1671,962
483,1392
1375,1800
1742,941
1735,1839
1317,1087
944,965
1288,1456
1567,1588
1392,1899
1669,1535
1367,1826
1282,1227
1522,952
1109,1139
1257,1009
1392,1583
1601,1424
1361,1702
1634,1070
930,475
1117,1222
925,1376
1320,1226
1230,1359
1515,1786
1741,1399
1590,1243
1334,921
1547,1370
1662,1172
1539,1182
1715,1875
1230,1329
1735,1196
1336,1370
1416,1610
1453,1217
1169,1748
1617,1669
1300,1645
1530,1736
1587,1596
988,1019
1361,1160
1554,1717
1287,1714
1504,1188
1110,1827
606,1574
1278,1730
1420,1559
1804,1291
1106,937
1209,1796
1112,1184
1863,1214
1076,1877
1250,1288
1003,1877
946,1750
1102,1591
1608,1491
1179,1114
1051,924
901,903
1066,917
1653,925
1076,1652
1052,1259
1024,1211
1246,1807
1468,1333
1447,1604
1132,1123
1862,1229
1902,1835
1888,1736
1400,1645
1464,1318
1149,1196
1753,1730
1645,1514
1638,1261
1768,1909
1185,1125
1104,941
1017,1163
1903,896
1888,1420
1622,1730
1800,1003
1059,1199
1786,1303
1796,1149
1432,1596
1095,1294
1427,1661
1823,1199
1824,1406
1153,1331
932,1173
1104,1812
978,1554
1603,1272
1319,901
1020,1783
1881,1135
1899,1298
1888,1665
1826,1117
1652,1435
912,1422
915,1671
1589,1610
1026,1522
1376,1184
1746,1290
1800,1589
1902,978
1370,1256
1017,1125
1609,1717
924,1159
1902,1230
1665,1750
1899,1729
1828,1732
1859,1021
1620,1813
1831,1042
1416,946
1377,1623
1509,1752
1269,952
1806,1073
1195,980
1491,1737
1172,1078
1583,1611
1041,1275
1041,1630
1003,1800
1211,1632
993,1813
1688,1339
1214,1609
1180,1789
1879,1017
1265,1460
1845,907
1052,1041
1517,1613
1709,1141
1036,1009
1376,927
1459,1257
1269,934
896,1786
1898,1153
1737,1730
1649,1732
1231,1576
1504,1633
1212,1829
1669,1707
1768,1557
1628,1479
1456,1741
1334,1124
1359,997
1520,1846
1719,1705
1205,1201
1331,1584
1884,1591
1584,1389
1725,1906
1323,1530
1675,1291
1067,1231
1722,1361
1505,1165
1621,1620
1309,1282
1672,1139
1622,1707
1343,1897
1256,897
1608,1431
1243,1126
1097,1378
1281,1729
1879,1335
1608,1746
1361,1398
1823,1849
1104,1100
1483,1431
1638,1783
1620,1230
1078,1653
1894,1066
1211,1330
1199,1467
942,483
1172,1230
1153,946
1500,1228
1771,1800
1289,1823
1800,1149
1730,1736
1246,1635
1192,975
1872,1576
1768,1028
1848,1396
1346,998
1259,1770
1899,1120
1761,946
1666,1656
1790,1358
1191,1470
1703,1304
1839,1795
1827,1331
1277,1742
1675,1026
1376,1214
1514,1744
1898,1377
1658,366
1849,1107
1897,1658
1315,1345
1849,1617
1707,1571
1813,1205
1298,1082
1069,983
1520,1683
1530,1554
1222,1017
1083,1163
1615,1023
1520,1816
1026,1075
938,1733
1399,1437
1421,1165
1636,1706
1683,1644
1017,1735
538,1778
1110,1522
1519,1864
1812,1751
1433,1136
1794,1223
1673,1179
1459,988
1222,1888
1833,1083
1485,1618
1822,1564
1059,1643
1211,980
1488,1619
1214,1839
1771,1750
1460,1730
1559,1250
1167,1225
1833,1823
1868,1201
1598,1059
946,1467
1250,1827
1078,1799
1688,1622
1835,1256
1791,1551
1269,1746
1600,1795
1886,1532
1132,1813
1175,1675
1584,1420
1458,1107
1769,1774
1583,1104
1288,1256
1478,1831
1128,906
1468,1118
1459,1284
1127,1840
1827,1902
1004,1683
1536,1217
1307,1687
1475,1129
1529,1189
1431,1063
1598,1542
1365,1181
1018,942
1456,1068
1449,1271
1668,1902
1410,1825
1500,1525
1632,1700
924,1338
1431,1614
1743,1901
1163,1789
1431,1172
1870,1543
1052,1408
1706,1014
1271,960
1302,1589
1265,1377
1175,1902
1085,1719
1290,1833
1695,1427
1393,1540
1628,1284
1107,1335
1663,1173
1125,1172
1048,1675
1902,932
1793,1390
1610,1130
1655,1872
1128,1804
1893,1515
1370,1488
1343,1064
1893,1014
1818,1807
1456,1238
1229,1019
1198,1683
1836,1369
1551,1839
1210,1427
1662,1175
1789,1750
1637,947
1325,1307
1668,1199
1391,1380
946,1532
1683,1377
1402,1571
1807,1703
1823,1335
967,1827
1173,913
993,1891
1352,1772
1680,1347
980,1182
1832,1456
1547,1376
1810,1793
1799,1685
1502,1235
1292,981
483,1812
1122,1543
1225,1275
1060,1432
1652,1480
1231,1014
1345,1873
1881,1867
1754,1551
1358,376
1584,1370
1258,1709
475,1435
1860,1792
1242,1198
1113,1294
1201,1879
1911,1361
1329,1864
1874,1610
1292,1899
1541,1727
1826,1367
1888,1863
1625,930
1396,1324
1907,942
1782,1367
1554,1622
1689,1184
897,1460
1660,1313
974,1236
993,1175
1118,958
1335,1107
1146,1721
1390,1530
1604,1535
1155,1621
1420,1365
1551,1399
1888,1049
1833,1589
1429,1007
1813,484
1424,1896
1338,1357
1327,1047
1864,1554
1100,1715
1345,1315
1820,984
1341,1845
1735,1485
1702,1521
1201,1768
1159,1584
948,1526
1381,1345
1869,1213
1238,1723
389,1013
1522,1613
1800,1723
1567,1687
1275,1041
1815,1131
1487,1543
1770,1745
1508,1245
1273,1102
1839,1126
1380,1730
1793,1180
1533,992
1557,1164
1126,1255
1843,1329
946,1810
1449,1377
1155,1506
984,1261
1458,1256
1158,1454
1533,1601
641,483
1387,1678
1059,1796
1390,1617
1576,896
1765,1352
1796,1199
967,1730
1338,1166
1409,1238
1277,1192
1246,1183
1604,1532
1199,1287
1714,1078
1305,1799
1685,1734
1754,916
1440,1537
1647,1764
1190,1479
1779,1431
1661,984
944,1159
1753,1669
1893,988
1076,1621
1827,1498
1153,1185
1267,1689
1130,1480
1900,1359
1800,1750
1011,1258
1289,953
1432,1583
1673,580
363,376
1004,1554
1491,1250
1446,1778
1530,1214
1685,1205
1003,1516
1888,1336
1019,1347
1807,1152
1859,1100
1281,1907
1823,1632
1482,1259
1238,1520
1409,1571
1564,1666
1582,1020
1850,1261
1574,1514
1610,1024
1617,1184
1882,930
1846,1639
980,1211
1888,1217
1679,1692
1231,1148
1738,1630
941,1706
1488,1125
1669,1610
1862,1596
1453,939
1269,1484
1622,1799
1813,1485
1813,1888
1630,1703
1646,913
1456,1024
1804,1416
1746,1335
1472,944
1858,1202
1126,1603
1351,1341
1463,1804
1554,1791
1078,1456
952,1793
1201,1480
1554,946
1347,1495
1761,1557
1070,1781
1746,1668
1622,1336
1888,1416
1793,1352
944,917
953,1280
1554,1827
901,1798
1117,1388
1024,1083
1753,921
1557,1128
1217,1487
1661,1245
1750,1110
1583,1315
1882,1349
999,1669
1021,1229
1814,1731
1067,1680
1795,1827
1681,1727
1522,1659
1130,1662
1496,1536
1853,1526
1292,1261
1075,1048
997,1741
925,1877
946,1619
641,606
1406,969
1399,1291
366,1692
1669,1663
1809,1024
1438,1192
1761,1637
1746,1603
1596,1082
1718,1513
1746,1255
1340,1376
925,967
1541,1011
981,1857
1488,1160
1559,1078
1870,1695
1457,1331
1744,1487
1256,1809
1660,1427
1097,1533
1879,1172
1289,1181
1891,1334
1024,1663
1589,1334
1230,1117
1271,1449
969,1742
1318,1744
988,1583
1313,1358
1503,1204
1483,1768
1160,1736
1704,1871
1702,973
1487,913
1858,1594
947,1291
1721,1086
1020,1108
1483,1370
1454,1751
1086,934
1637,1101
1393,980
1153,1707
1277,1515
1911,1283
1835,1242
1029,1580
1311,1541
1207,1449
1235,1115
1800,1198
1126,1456
1128,1800
1402,1388
1278,1250
1613,1293
1209,1804
1130,1799
1707,1291
1339,1652
1715,1423
1763,1677
1733,1747
1508,1783
897,922
1024,1610
1475,1381
1735,1707
1191,916
1894,1282
900,1698
1596,1379
1112,1250
1021,1862
1179,1882
1246,1630
1341,1416
1128,1819
1870,1320
946,1554
1291,1675
1559,1561
1410,1803
1275,1258
1082,1413
1570,1891
1102,954
1441,1434
967,1717
953,1621
1117,1341
1614,1782
1107,1156
1878,580
1653,1049
1846,1765
1613,1181
946,1399
1242,1006
1819,1795
1903,1322
1800,1736
1783,1515
1125,999
980,1685
1712,1800
1076,1768
1256,1717
1369,1272
1599,1374
1793,1391
1864,1714
900,1615
1597,1076
1520,1597
1800,1688
1683,1420
1902,1184
1285,1069
1827,1375
1425,641
1009,1392
1130,1839
1554,1516
1175,1598
1811,1361
1717,1668
1505,1701
1210,1692
1126,1335
943,1536
1556,1132
1623,1795
1613,1267
1609,1559
1338,1037
1813,1721
1617,1175
1611,1872
1783,1347
1768,1243
1766,1773
1718,1440
1839,1821
1142,1358
1305,1341
606,1313
1440,1817
954,896
1289,1256
1218,1016
1215,1347
1159,944
526,1861
1675,1902
1598,1570
1267,1730
517,1487
484,1238
1054,1819
1146,1265
1849,1243
1796,1613
921,1420
1580,916
1172,1361
1516,1867
1019,1100
1659,1827
1888,1289
1886,1562
1530,1768
1849,1621
1656,1369
1600,1480
1256,1746
1659,1688
1626,1863
1066,1451
1331,1663
1689,1796
1841,1104
1347,1459
1280,1359
1632,980
1860,1352
942,1102
1765,1420
997,1898
1181,1068
1399,1132
1591,1032
1267,1886
1540,1343
1842,1772
906,1600
1361,1447
1765,1175
1551,1509
1407,1614
1611,1438
1431,1402
909,955
1032,1102
1871,1907
1256,1458
1619,1888
1809,1832
1391,1833
946,1603
1680,1862
1158,1462
1373,1204
1243,1124
1316,917
1706,1454
1076,1211
1643,1620
1117,1809
1125,1107
1591,1082
1730,1835
1284,1315
1668,1868
1888,1898
1076,1520
1067,1279
1173,1609
1845,983
1456,1789
366,363
1597,1230
1260,917
1421,1328
980,1765
1524,925
1137,1601
1661,1347
1578,896
1620,1217
1089,1507
1288,1842
1192,1706
1261,1324
980,1621
1464,637
1227,1475
1376,1799
526,606
1583,1550
1526,637
1886,1467
1273,1502
1068,1707
1361,1589
1083,1091
989,1628
428,563
1211,1480
1619,1199
1491,1431
1287,1757
1211,1520
1125,1668
1285,1153
1610,1886
953,1620
1040,1584
1399,1390
1101,1845
1352,1597
1535,1173
1730,1004
967,1250
1842,1707
1052,1507
1323,1662
1390,1491
1405,946
1551,1047
1685,1736
580,1320
1621,1622
1531,1646
1683,1255
1017,1793
1124,1608
1146,1637
1543,353
1509,1352
1483,1619
1132,1547
1867,1184
1006,1613
1597,1736
946,1242
1291,1795
1739,1783
986,1634
1460,1765
1881,1222
1839,1864
1179,363
637,1423
1584,1559
1334,1026
1721,1736
1681,1109
1512,1358
1645,517
1124,1149
1557,1539
1250,1110
1787,901
1519,1900
1549,1565
1741,1621
916,952
1610,1083
1628,1859
1479,1872
1683,993
1101,1535
1126,1370
1035,1109
1699,389
1192,1413
1018,1382
1887,1591
1409,995
1379,1104
1899,1887
1844,1349
1728,1587
1668,1522
606,363
1621,1652
1103,596
1907,1215
1598,1175
1464,1080
1462,1192
1522,921
1172,1714
1516,1390
1584,1163
1035,1500
1078,1668
1885,1247
1192,1282
1400,483
970,1847
916,1335
1352,1199
1377,1059
1668,1621
960,1542
1757,1457
914,1247
1530,1181
1761,1522
1123,1391
1768,1250
1531,1268
913,1436
1539,1721
1211,1101
1632,1367
1488,1123
1653,1250
1373,919
1173,1535
1721,1623
1827,1584
1376,1721
1158,1345
1818,1453
1558,1860
1003,1513
1746,1741
1888,1730
1652,960
1610,1663
1550,1229
922,1858
1271,1610
1340,1613
1211,966
1620,1528
926,946
1898,1391
1222,1352
1482,1428
1426,1204
1675,967
1245,1582
1192,1086
1199,1563
1107,1126
1377,925
1101,1107
1407,1688
1881,1238
1245,1309
1612,1026
1333,1548
1563,1622
1480,1201
1775,1734
1211,1799
1767,1512
1318,1543
1304,1141
1427,1487
1201,1598
1601,992
1904,1472
1502,1503
1761,1589
1376,1049
1328,1421
1131,1228
1172,1813
1643,1723
1613,1675
1614,916
606,366
526,1754
1683,1639
1009,1284
1235,962
1338,1221
171,1486
1788,1368
1129,1345
1712,1619
1639,1643
1815,1070
1420,1004
1391,1888
1572,1340
1389,1467
1673,914
1557,1737
925,1836
925,1621
1516,1149
1746,1789
1548,1733
1469,1041
1124,1437
1491,952
1879,1898
1888,1305
1211,1447
1237,1420
1804,1839
1076,1554
901,1493
1551,1768
1879,1597
1757,1112
1246,1338
1019,988
1106,1080
921,1685
1613,1291
1369,1851
1029,1730
1720,1729
917,1742
1553,995
1184,1185
1717,1757
563,420
954,1751
1669,1522
1634,1699
1596,1899
1883,1026
1341,1516
1811,978
1722,1214
1616,1114
1126,1420
1868,1402
1791,1256
1707,1563
1783,1894
1618,1337
1404,1636
1655,1459
964,1507
1296,1496
1050,1779
1636,1192
1891,1753
1716,1638
1709,924
1083,1285
353,1881
1222,1160
1086,1517
1780,1817
917,969
1467,1196
1786,1515
1714,1288
1456,1205
1663,1437
1456,1662
363,1349
1483,1580
1357,1320
1765,1467
1078,959
1275,1170
1329,526
1283,1852
1515,1429
1185,1891
1668,997
1172,1791
1269,980
1632,1340
1845,967
1652,1613
1462,1014
1480,1886
1169,1428
983,1285
1459,1221
1017,1184
1823,916
993,1376
1622,1305
1429,1303
1408,913
1199,1608
1584,1431
954,1227
1255,927
1584,1156
1805,1852
1048,1730
1715,1720
1428,1469
1613,934
936,580
1772,1524
917,1418
1903,975
1372,1831
1377,1420
1703,1244
1315,1036
1589,1256
1842,1365
1557,1845
1826,1559
1192,1611
1009,1036
1565,1318
1331,1330
1238,1612
1336,982
1405,1860
1399,1665
1048,1056
414,651
1650,1482
1839,1336
1369,1663
1614,967
1766,1294
1135,1164
1597,1653
1628,1204
1126,1199
1798,1314
1813,1110
1431,966
946,1547
1529,1783
1722,1160
1280,1570
1181,1612
1036,1479
1509,1639
1687,1410
1507,1089
1184,1589
1480,946
1315,1044
1149,1390
1310,1686
1683,1746
1152,1630
1799,1888
353,1358
1054,1209
1589,1559
1160,1222
1849,1079
1488,1101
1029,1772
1659,1290
1039,1864
1491,1789
1718,1590
1804,1879
916,1516
982,1856
1058,1077
1683,1619
971,1850
484,1397
917,1183
1330,1101
1668,1833
1313,1122
1329,1714
953,1059
1365,1689
993,1359
1104,1158
1101,1559
1774,1735
1210,1778
1122,1358
1164,1391
1182,1312
1431,1069
1898,1199
1245,1066
1741,1861
1530,1243
1503,917
1356,1478
1617,1827
1555,1251
1768,1554
1485,1272
1047,1734
1777,428
913,1885
993,1643
984,1192
1149,1653
1790,1448
1789,1185
1695,1606
1848,1099
1548,1533
938,1118
1345,1628
1006,1391
1198,1199
1456,1746
1086,1163
941,1273
1496,1189
953,1191
1819,1877
1879,1271
1304,1260
1193,171
1567,1433
1250,1741
1904,1011
1420,1717
1604,1487
1823,1156
1128,1377
1420,1772
1507,1415
1284,1859
1357,1095
1786,1907
483,1565
1163,1556
1125,1431
1608,1617
1807,1258
1662,1467
1645,1080
1323,1535
1302,1456
1352,1250
1238,1271
1370,1793
1340,1079
1630,1807
1563,1305
420,353
1086,1068
1100,1129
1229,1655
1717,1059
1540,1618
1670,1639
1590,1819
651,1358
1216,1319
1433,1274
1175,1196
1302,1449
1589,1040
1366,1738
1123,1125
1513,1791
1894,1102
1840,1304
1623,1610
1281,1751
1026,1761
1117,1793
1423,1728
1715,1884
1752,1659
1169,1306
1823,1040
1392,1894
353,930
1868,1800
1600,1620
1791,1199
1706,1204
1411,1523
